customer_id,customer_segment,acquisition_channel,sales_rep_id,first_contact_date,last_contact_date
CUST000158,Loyal,Social,REP009,2017-01-01 18:25:52,2018-04-28 08:59:41
CUST000159,Regular,Paid Search,REP019,2017-01-14 12:25:13,2017-12-28 14:57:35
CUST000160,Loyal,Marketplace,REP025,2017-07-03 16:19:52,2018-09-01 12:49:16
CUST000161,Inactive,Social,REP008,2017-07-18 00:00:00,2017-07-18 00:00:00
CUST000162,Inactive,Social,REP018,2017-04-13 00:00:00,2017-04-13 00:00:00
CUST000163,Loyal,Organic,REP005,2017-03-05 22:23:01,2018-06-14 02:32:00
CUST000164,Loyal,Social,REP027,2017-03-19 10:27:39,2018-06-26 08:38:36
CUST000165,Regular,Email,REP005,2017-08-21 15:02:21,2017-09-19 16:49:46
CUST000166,Inactive,Social,REP029,2017-11-14 00:00:00,2017-11-14 00:00:00
CUST000167,Inactive,Email,REP020,2017-01-18 06:47:20,2017-01-18 06:47:20
CUST000168,Inactive,Marketplace,REP001,2017-07-09 23:25:42,2017-07-09 23:25:42
CUST000169,Inactive,Social,REP030,2017-01-01 10:02:49,2017-01-01 10:02:49
CUST000170,Loyal,Email,REP003,2017-07-22 12:14:30,2018-07-28 16:54:51
CUST000171,New,Paid Search,REP009,2018-08-23 09:52:07,2018-08-23 09:52:07
CUST000172,Loyal,Organic,REP009,2017-01-13 09:02:03,2018-02-27 19:28:51
CUST000173,Regular,Marketplace,REP013,2017-06-20 23:20:17,2017-10-01 20:13:07
CUST000174,Loyal,Paid Search,REP006,2017-04-25 11:05:44,2018-07-26 11:37:10
CUST000175,Loyal,Email,REP028,2017-08-31 15:21:21,2018-04-25 20:29:08
CUST000176,Loyal,Social,REP028,2017-10-15 13:49:29,2018-04-08 04:54:07
CUST000177,Regular,Social,REP008,2018-02-20 01:43:59,2018-03-24 14:28:05
CUST000178,VIP,Email,REP029,2017-01-31 01:05:36,2018-06-02 22:05:41
CUST000179,Loyal,Marketplace,REP006,2017-04-11 01:20:35,2018-08-27 09:04:07
CUST000180,Loyal,Paid Search,REP022,2017-03-27 05:08:33,2017-11-27 22:10:36
CUST000181,Loyal,Marketplace,REP016,2017-02-05 09:47:51,2017-12-13 22:59:10
CUST000182,Regular,Organic,REP003,2018-01-29 15:10:50,2018-04-28 13:23:12
CUST000183,Regular,Organic,REP029,2017-04-15 18:43:22,2017-08-17 12:57:25
CUST000184,Loyal,Marketplace,REP013,2017-09-10 06:45:34,2018-01-11 20:50:28
CUST000185,Regular,Organic,REP018,2017-08-20 10:26:39,2018-06-04 20:50:16
CUST000186,Inactive,Paid Search,REP022,2017-07-18 18:01:48,2017-07-18 18:01:48
CUST000187,Inactive,Organic,REP028,2017-11-05 00:00:00,2017-11-05 00:00:00
CUST000188,Inactive,Email,REP028,2017-06-21 01:38:24,2017-06-21 01:38:24
CUST000189,Inactive,Paid Search,REP020,2017-11-30 21:04:24,2017-11-30 21:04:24
CUST000190,Regular,Organic,REP007,2017-04-16 10:38:55,2017-05-01 12:28:43
CUST000191,Regular,Referral,REP020,2017-11-09 05:38:27,2018-06-25 15:22:52
CUST000192,Loyal,Marketplace,REP026,2017-01-29 20:07:13,2018-05-17 21:04:21
CUST000193,Loyal,Social,REP018,2017-05-19 12:28:01,2018-09-26 11:09:34
CUST000194,Regular,Organic,REP011,2017-04-25 15:55:15,2017-08-12 10:47:30
CUST000195,Inactive,Paid Search,REP030,2017-04-09 07:10:13,2017-04-09 07:10:13
CUST000196,Loyal,Organic,REP027,2017-06-15 23:14:54,2018-01-05 07:11:11
CUST000197,Loyal,Social,REP021,2017-01-14 23:00:37,2018-06-08 03:24:11
CUST000198,Regular,Social,REP009,2017-01-05 22:25:51,2018-04-19 23:54:59
CUST000199,Loyal,Organic,REP029,2017-06-15 22:56:14,2018-04-30 20:02:14
CUST000200,Loyal,Organic,REP017,2017-02-16 09:45:09,2018-08-15 16:30:33
CUST000201,Regular,Referral,REP007,2017-04-14 07:17:52,2018-04-17 07:51:38
CUST000202,Loyal,Paid Search,REP017,2017-01-21 02:42:56,2018-02-19 22:57:59
CUST000203,New,Paid Search,REP025,2018-06-04 13:06:34,2018-06-04 13:06:34
CUST000204,Loyal,Social,REP027,2017-05-08 14:54:12,2018-08-16 16:05:48
CUST000205,Inactive,Paid Search,REP019,2018-02-02 21:21:45,2018-02-02 21:21:45
CUST000206,Regular,Paid Search,REP029,2017-06-25 22:10:41,2017-12-18 12:24:02
CUST000207,Loyal,Social,REP023,2017-03-11 05:08:38,2018-04-05 12:33:21
CUST000208,Loyal,Paid Search,REP009,2017-03-07 03:03:26,2018-07-03 22:44:25
CUST000209,Loyal,Email,REP010,2017-01-12 23:05:17,2018-06-05 13:11:49
CUST000210,Loyal,Social,REP018,2017-02-08 17:56:12,2018-08-19 08:59:45
CUST000211,Regular,Marketplace,REP026,2017-10-25 18:44:53,2018-09-10 17:59:04
CUST000212,Inactive,Email,REP030,2018-01-23 00:13:43,2018-01-23 00:13:43
CUST000213,Loyal,Paid Search,REP024,2018-02-25 20:05:13,2018-08-31 06:28:44
CUST000214,Loyal,Email,REP021,2017-01-20 14:28:58,2017-08-16 01:41:09
CUST000215,Regular,Email,REP002,2018-03-04 15:23:32,2018-05-26 19:27:02
CUST000216,Regular,Organic,REP012,2017-12-21 22:29:05,2018-06-14 03:32:50
CUST000217,Loyal,Social,REP007,2017-09-02 23:49:12,2018-09-28 11:40:08
CUST000218,Loyal,Referral,REP014,2017-03-29 06:47:26,2018-07-17 07:31:06
CUST000219,Regular,Organic,REP018,2017-07-01 22:50:24,2018-03-26 23:42:38
CUST000220,Inactive,Organic,REP002,2017-10-02 10:50:10,2017-10-02 10:50:10
CUST000221,Loyal,Organic,REP016,2017-03-28 23:04:39,2018-07-16 23:52:46
CUST000222,Loyal,Marketplace,REP001,2017-01-11 00:11:24,2018-08-04 06:31:16
CUST000223,Inactive,Organic,REP030,2017-03-06 00:00:00,2017-03-06 00:00:00
CUST000224,Inactive,Referral,REP029,2017-08-31 01:53:40,2017-08-31 01:53:40
CUST000225,New,Organic,REP007,2018-05-06 01:24:02,2018-05-06 01:24:02
CUST000226,Regular,Social,REP003,2017-08-25 08:49:04,2018-07-19 19:08:34
CUST000227,Regular,Referral,REP021,2018-01-20 01:31:54,2018-04-07 10:34:38
CUST000228,Loyal,Marketplace,REP015,2017-01-08 06:46:25,2018-09-23 14:44:31
CUST000229,Regular,Marketplace,REP019,2017-12-05 12:28:17,2018-04-18 08:49:29
CUST000230,Loyal,Referral,REP011,2017-09-24 07:07:03,2018-03-28 18:57:49
CUST000231,VIP,Email,REP001,2017-01-17 21:23:18,2018-09-21 09:21:15
CUST000232,Loyal,Social,REP019,2018-03-21 21:00:58,2018-09-16 15:11:37
CUST000233,Regular,Email,REP003,2017-04-25 21:59:04,2018-03-16 02:54:03
CUST000234,Loyal,Email,REP008,2017-01-31 04:05:23,2018-04-24 09:36:28
CUST000235,Loyal,Email,REP022,2017-04-15 09:47:35,2018-09-28 01:17:04
CUST000236,Inactive,Email,REP007,2017-04-23 00:00:00,2017-04-23 00:00:00
CUST000237,Inactive,Marketplace,REP012,2017-10-24 06:58:18,2017-10-24 06:58:18
CUST000238,Loyal,Marketplace,REP019,2017-06-17 04:25:24,2018-01-07 09:43:26
CUST000239,Regular,Social,REP002,2017-06-20 17:14:43,2018-05-05 12:14:14
CUST000240,VIP,Social,REP010,2017-01-19 00:05:23,2018-09-02 00:12:48
CUST000241,Loyal,Referral,REP029,2017-01-08 17:26:25,2018-07-23 13:02:53
CUST000242,Regular,Email,REP030,2017-01-20 00:20:50,2017-03-11 04:33:56
CUST000243,Loyal,Marketplace,REP020,2018-05-01 06:58:40,2018-09-20 16:08:19
CUST000244,Loyal,Email,REP004,2017-04-21 20:53:15,2018-09-08 18:11:44
CUST000245,New,Email,REP021,2018-09-16 04:09:42,2018-09-16 04:09:42
CUST000246,Loyal,Organic,REP029,2017-01-22 21:14:40,2018-07-09 08:11:28
CUST000247,Loyal,Marketplace,REP017,2017-09-30 10:56:23,2018-01-12 20:27:02
CUST000248,Inactive,Social,REP026,2017-03-17 20:57:35,2017-03-17 20:57:35
CUST000249,Inactive,Social,REP028,2017-12-23 08:05:16,2017-12-23 08:05:16
CUST000250,Loyal,Referral,REP008,2017-02-14 12:09:04,2018-06-16 07:07:31
CUST000251,Loyal,Email,REP025,2017-09-14 11:45:03,2018-09-08 17:09:54
CUST000252,VIP,Referral,REP007,2017-04-03 08:17:20,2018-05-13 05:07:05
CUST000253,New,Organic,REP022,2018-07-10 01:20:49,2018-07-10 01:20:49
CUST000254,New,Organic,REP024,2018-07-09 07:27:37,2018-07-09 07:27:37
CUST000255,VIP,Social,REP024,2017-04-05 10:24:47,2018-01-25 18:16:31
CUST000256,Regular,Marketplace,REP011,2018-03-02 07:03:08,2018-04-17 10:44:17
CUST000257,Loyal,Email,REP029,2017-01-24 15:29:36,2018-06-17 04:59:14
CUST000258,Loyal,Paid Search,REP015,2017-06-16 23:43:19,2018-09-18 23:58:20
CUST000259,Regular,Marketplace,REP021,2018-01-31 10:50:54,2018-04-09 09:17:35
CUST000260,Regular,Organic,REP004,2017-07-17 15:15:25,2017-09-25 20:15:30
CUST000261,Loyal,Marketplace,REP014,2017-07-06 08:36:22,2018-09-12 07:15:11
CUST000262,Inactive,Marketplace,REP002,2018-01-27 23:19:18,2018-01-27 23:19:18
CUST000263,Inactive,Marketplace,REP029,2018-02-07 23:24:10,2018-02-07 23:24:10
CUST000264,Loyal,Social,REP006,2017-03-11 03:59:16,2018-06-17 08:59:55
CUST000265,Loyal,Marketplace,REP024,2017-06-11 18:37:02,2018-05-17 18:15:57
CUST000266,Loyal,Paid Search,REP004,2017-05-19 11:02:54,2018-08-11 16:54:48
CUST000267,Loyal,Marketplace,REP003,2017-01-15 23:10:25,2018-09-17 06:53:37
CUST000268,Inactive,Paid Search,REP008,2017-12-11 12:41:01,2017-12-11 12:41:01
CUST000269,Inactive,Paid Search,REP014,2017-10-05 00:00:00,2017-10-05 00:00:00
CUST000270,VIP,Paid Search,REP007,2017-02-04 21:12:45,2018-08-05 14:56:04
CUST000271,Inactive,Paid Search,REP024,2017-05-19 10:16:29,2017-05-19 10:16:29
CUST000272,Regular,Marketplace,REP027,2017-01-14 22:53:44,2017-07-06 03:33:01
CUST000273,Inactive,Referral,REP022,2017-11-30 02:49:42,2017-11-30 02:49:42
CUST000274,Loyal,Organic,REP002,2017-05-04 11:28:28,2018-06-06 10:43:08
CUST000275,Loyal,Marketplace,REP023,2017-05-12 00:52:05,2018-03-25 10:33:31
CUST000276,Regular,Social,REP011,2017-03-28 04:26:04,2017-06-26 08:19:51
CUST000277,Regular,Social,REP028,2018-04-14 14:43:09,2018-06-20 06:22:22
CUST000278,Loyal,Referral,REP024,2017-04-30 13:19:29,2018-05-18 00:27:25
CUST000279,Inactive,Social,REP019,2017-04-03 00:00:00,2017-04-03 00:00:00
CUST000280,Inactive,Marketplace,REP029,2018-01-31 06:04:06,2018-01-31 06:04:06
CUST000281,Loyal,Email,REP030,2017-04-04 01:12:21,2018-09-21 23:43:00
CUST000282,Loyal,Organic,REP018,2017-04-19 07:08:10,2018-07-28 22:13:23
CUST000283,Loyal,Referral,REP025,2017-01-04 23:31:42,2018-03-27 00:19:22
CUST000284,Inactive,Social,REP029,2017-03-20 20:08:58,2017-03-20 20:08:58
CUST000285,Loyal,Referral,REP005,2017-03-06 10:52:00,2018-04-08 03:01:31
CUST000286,Regular,Organic,REP010,2017-12-29 12:38:23,2018-03-17 04:22:51
CUST000287,VIP,Email,REP021,2017-04-23 05:10:33,2018-09-26 06:11:11
CUST000288,Loyal,Social,REP017,2017-06-19 23:37:12,2018-08-18 07:22:40
CUST000289,New,Organic,REP028,2018-05-13 14:20:46,2018-05-13 14:20:46
CUST000290,Inactive,Marketplace,REP014,2018-03-20 22:24:26,2018-03-20 22:24:26
CUST000291,Inactive,Email,REP013,2017-01-29 23:10:58,2017-01-29 23:10:58
CUST000292,New,Paid Search,REP004,2018-08-24 00:00:00,2018-08-24 00:00:00
CUST000293,Regular,Referral,REP001,2017-09-08 04:09:03,2018-03-01 08:01:19
CUST000294,Loyal,Referral,REP021,2017-02-13 09:04:13,2018-02-17 19:53:03
CUST000295,Loyal,Referral,REP010,2017-02-13 07:01:28,2018-05-26 22:33:38
CUST000296,VIP,Referral,REP022,2017-02-07 18:23:16,2018-09-15 00:02:11
CUST000297,Loyal,Paid Search,REP003,2017-06-22 21:09:44,2018-05-30 17:28:25
CUST000298,Regular,Paid Search,REP025,2017-04-06 18:20:58,2018-03-11 05:51:10
CUST000299,Loyal,Organic,REP014,2017-05-18 08:49:04,2018-04-22 03:42:18
CUST000300,Loyal,Social,REP001,2017-09-27 11:14:39,2018-06-27 14:57:44
CUST000301,Regular,Organic,REP027,2018-08-26 08:59:02,2018-09-20 15:59:25
CUST000302,Regular,Social,REP017,2017-07-08 18:46:12,2017-12-20 02:03:53
CUST000303,Loyal,Paid Search,REP022,2017-04-26 15:17:55,2018-05-26 14:25:36
CUST000304,Loyal,Paid Search,REP030,2017-03-22 17:13:14,2018-06-30 15:14:33
CUST000305,Loyal,Paid Search,REP019,2017-02-09 00:52:48,2018-01-21 14:48:20
CUST000306,Inactive,Social,REP023,2017-10-12 17:51:45,2017-10-12 17:51:45
CUST000307,Loyal,Referral,REP027,2017-05-01 09:21:50,2018-04-19 12:50:33
CUST000308,Inactive,Social,REP012,2017-09-29 03:21:40,2017-09-29 03:21:40
CUST000309,Inactive,Email,REP011,2017-12-11 21:16:48,2017-12-11 21:16:48
CUST000310,Loyal,Referral,REP030,2017-08-23 17:45:37,2018-09-23 01:33:41
CUST000311,New,Email,REP028,2018-06-30 00:43:36,2018-06-30 00:43:36
