date,state,product_category_name,budget_amount
2017-04-01,SC,furniture_decor,29231.42
2017-04-01,SC,housewares,61388.82
2017-04-01,SC,watches_gifts,43812.91
2017-04-01,SC,auto,30504.01
2017-04-01,BA,health_beauty,34869.8
2017-04-01,BA,bed_bath_table,54003.92
2017-04-01,BA,sports_leisure,57125.93
2017-04-01,BA,computers_accessories,90444.64
2017-04-01,BA,furniture_decor,85503.72
2017-04-01,BA,housewares,35408.73
2017-04-01,BA,watches_gifts,26502.89
2017-04-01,BA,auto,54814.82
2017-04-01,DF,health_beauty,36906.85
2017-04-01,DF,bed_bath_table,33026.64
2017-04-01,DF,sports_leisure,22040.53
2017-04-01,DF,computers_accessories,22228.83
2017-04-01,DF,furniture_decor,67655.78
2017-04-01,DF,housewares,27751.23
2017-04-01,DF,watches_gifts,16739.09
2017-04-01,DF,auto,27666.75
2017-05-01,SP,health_beauty,34376.88
2017-05-01,SP,bed_bath_table,99354.83
2017-05-01,SP,sports_leisure,81906.64
2017-05-01,SP,computers_accessories,55619.97
2017-05-01,SP,furniture_decor,24319.6
2017-05-01,SP,housewares,85756.85
2017-05-01,SP,watches_gifts,26248.21
2017-05-01,SP,auto,34327.31
2017-05-01,RJ,health_beauty,21508.82
2017-05-01,RJ,bed_bath_table,56710.86
2017-05-01,RJ,sports_leisure,32577.89
2017-05-01,RJ,computers_accessories,42943.77
2017-05-01,RJ,furniture_decor,26387.88
2017-05-01,RJ,housewares,51348.29
2017-05-01,RJ,watches_gifts,66380.53
2017-05-01,RJ,auto,56086.82
2017-05-01,MG,health_beauty,24899.59
2017-05-01,MG,bed_bath_table,86116.7
2017-05-01,MG,sports_leisure,69318.01
2017-05-01,MG,computers_accessories,26829.09
2017-05-01,MG,furniture_decor,28086.73
2017-05-01,MG,housewares,52749.83
2017-05-01,MG,watches_gifts,32822.25
2017-05-01,MG,auto,49002.89
2017-05-01,RS,health_beauty,79573.71
2017-05-01,RS,bed_bath_table,58596.26
2017-05-01,RS,sports_leisure,77275.45
2017-05-01,RS,computers_accessories,23171.21
2017-05-01,RS,furniture_decor,62024.72
2017-05-01,RS,housewares,44620.27
2017-05-01,RS,watches_gifts,91718.25
2017-05-01,RS,auto,37500.73
2017-05-01,PR,health_beauty,22009.14
2017-05-01,PR,bed_bath_table,99899.01
2017-05-01,PR,sports_leisure,91750.96
2017-05-01,PR,computers_accessories,76105.57
2017-05-01,PR,furniture_decor,51259.63
2017-05-01,PR,housewares,81031.88
2017-05-01,PR,watches_gifts,65770.03
2017-05-01,PR,auto,23818.25
2017-05-01,SC,health_beauty,35448.92
2017-05-01,SC,bed_bath_table,53106.7
2017-05-01,SC,sports_leisure,48701.56
2017-05-01,SC,computers_accessories,94774.9
2017-05-01,SC,furniture_decor,86276.39
2017-05-01,SC,housewares,81828.27
2017-05-01,SC,watches_gifts,45037.42
2017-05-01,SC,auto,31495.95
2017-05-01,BA,health_beauty,80546.79
2017-05-01,BA,bed_bath_table,75595.7
2017-05-01,BA,sports_leisure,97798.2
2017-05-01,BA,computers_accessories,37283.46
2017-05-01,BA,furniture_decor,82845.52
2017-05-01,BA,housewares,91020.51
2017-05-01,BA,watches_gifts,92523.32
2017-05-01,BA,auto,74652.46
2017-05-01,DF,health_beauty,91365.43
2017-05-01,DF,bed_bath_table,34768.11
2017-05-01,DF,sports_leisure,24432.93
2017-05-01,DF,computers_accessories,54882.69
2017-05-01,DF,furniture_decor,57686.29
2017-05-01,DF,housewares,79749.02
2017-05-01,DF,watches_gifts,21299.47
2017-05-01,DF,auto,52982.93
2017-06-01,SP,health_beauty,63002.94
2017-06-01,SP,bed_bath_table,21086.57
2017-06-01,SP,sports_leisure,45339.26
2017-06-01,SP,computers_accessories,89788.28
2017-06-01,SP,furniture_decor,57847.4
2017-06-01,SP,housewares,84055.03
2017-06-01,SP,watches_gifts,72914.15
2017-06-01,SP,auto,36705.35
2017-06-01,RJ,health_beauty,63632.93
2017-06-01,RJ,bed_bath_table,60369.71
2017-06-01,RJ,sports_leisure,23221.34
2017-06-01,RJ,computers_accessories,89420.86
2017-06-01,RJ,furniture_decor,72866.35
2017-06-01,RJ,housewares,77009.57
2017-06-01,RJ,watches_gifts,69756.9
2017-06-01,RJ,auto,56192.05
2017-06-01,MG,health_beauty,27558.81
2017-06-01,MG,bed_bath_table,85868.61
2017-06-01,MG,sports_leisure,24206.94
2017-06-01,MG,computers_accessories,25854.19
2017-06-01,MG,furniture_decor,92450.61
2017-06-01,MG,housewares,22977.31
2017-06-01,MG,watches_gifts,18867.31
2017-06-01,MG,auto,73938.39
2017-06-01,RS,health_beauty,72934.39
2017-06-01,RS,bed_bath_table,73187.95
2017-06-01,RS,sports_leisure,52996.55
2017-06-01,RS,computers_accessories,40620.91
2017-06-01,RS,furniture_decor,58768.0
2017-06-01,RS,housewares,70419.9
2017-06-01,RS,watches_gifts,97578.27
2017-06-01,RS,auto,58903.86
2017-06-01,PR,health_beauty,97952.96
2017-06-01,PR,bed_bath_table,33886.08
2017-06-01,PR,sports_leisure,92957.92
2017-06-01,PR,computers_accessories,37212.12
2017-06-01,PR,furniture_decor,82216.59
2017-06-01,PR,housewares,23061.48
2017-06-01,PR,watches_gifts,13815.32
2017-06-01,PR,auto,51852.4
2017-06-01,SC,health_beauty,54680.5
2017-06-01,SC,bed_bath_table,33365.61
2017-06-01,SC,sports_leisure,27581.86
2017-06-01,SC,computers_accessories,92205.92
2017-06-01,SC,furniture_decor,91194.2
2017-06-01,SC,housewares,51737.23
2017-06-01,SC,watches_gifts,65379.79
2017-06-01,SC,auto,77030.53
2017-06-01,BA,health_beauty,44762.42
2017-06-01,BA,bed_bath_table,89621.07
2017-06-01,BA,sports_leisure,49604.14
2017-06-01,BA,computers_accessories,43940.03
2017-06-01,BA,furniture_decor,64018.82
2017-06-01,BA,housewares,96606.95
2017-06-01,BA,watches_gifts,60647.04
2017-06-01,BA,auto,61172.58
2017-06-01,DF,health_beauty,25794.62
2017-06-01,DF,bed_bath_table,21152.99
2017-06-01,DF,sports_leisure,92910.33
2017-06-01,DF,computers_accessories,49677.23
2017-06-01,DF,furniture_decor,69863.22
2017-06-01,DF,housewares,32445.78
2017-06-01,DF,watches_gifts,48823.14
2017-06-01,DF,auto,34897.42
2017-07-01,SP,health_beauty,91212.32
2017-07-01,SP,bed_bath_table,89993.05
2017-07-01,SP,sports_leisure,64011.82
2017-07-01,SP,computers_accessories,26797.21
2017-07-01,SP,furniture_decor,69494.71
2017-07-01,SP,housewares,59360.63
2017-07-01,SP,watches_gifts,38785.01
2017-07-01,SP,auto,38838.41
2017-07-01,RJ,health_beauty,97697.97
2017-07-01,RJ,bed_bath_table,18838.84
2017-07-01,RJ,sports_leisure,15671.48
2017-07-01,RJ,computers_accessories,10912.07
2017-07-01,RJ,furniture_decor,78518.43
2017-07-01,RJ,housewares,46306.48
2017-07-01,RJ,watches_gifts,67658.65
2017-07-01,RJ,auto,75000.54
2017-07-01,MG,health_beauty,49897.52
2017-07-01,MG,bed_bath_table,22483.16
2017-07-01,MG,sports_leisure,42983.65
2017-07-01,MG,computers_accessories,88932.27
2017-07-01,MG,furniture_decor,41220.35
2017-07-01,MG,housewares,85221.28
2017-07-01,MG,watches_gifts,93458.61
2017-07-01,MG,auto,25728.09
2017-07-01,RS,health_beauty,67606.79
2017-07-01,RS,bed_bath_table,66110.15
2017-07-01,RS,sports_leisure,99536.43
2017-07-01,RS,computers_accessories,58377.83
2017-07-01,RS,furniture_decor,60905.74
2017-07-01,RS,housewares,56537.7
2017-07-01,RS,watches_gifts,47112.84
2017-07-01,RS,auto,58795.81
2017-07-01,PR,health_beauty,74043.15
2017-07-01,PR,bed_bath_table,67324.77
2017-07-01,PR,sports_leisure,60927.53
2017-07-01,PR,computers_accessories,28187.58
2017-07-01,PR,furniture_decor,18809.59
2017-07-01,PR,housewares,52996.01
2017-07-01,PR,watches_gifts,37043.94
2017-07-01,PR,auto,18118.12
2017-07-01,SC,health_beauty,36116.39
2017-07-01,SC,bed_bath_table,98030.84
2017-07-01,SC,sports_leisure,17036.33
2017-07-01,SC,computers_accessories,94086.12
2017-07-01,SC,furniture_decor,93282.35
2017-07-01,SC,housewares,14383.4
2017-07-01,SC,watches_gifts,17060.5
2017-07-01,SC,auto,68388.38
2017-07-01,BA,health_beauty,15312.9
2017-07-01,BA,bed_bath_table,80742.67
2017-07-01,BA,sports_leisure,83339.07
2017-07-01,BA,computers_accessories,64948.79
2017-07-01,BA,furniture_decor,19388.31
2017-07-01,BA,housewares,67313.79
2017-07-01,BA,watches_gifts,35961.24
2017-07-01,BA,auto,29699.97
2017-07-01,DF,health_beauty,69168.96
2017-07-01,DF,bed_bath_table,78945.27
2017-07-01,DF,sports_leisure,36040.61
2017-07-01,DF,computers_accessories,29441.76
2017-07-01,DF,furniture_decor,65162.06
2017-07-01,DF,housewares,48536.8
2017-07-01,DF,watches_gifts,72180.32
2017-07-01,DF,auto,17240.88
2017-08-01,SP,health_beauty,49938.02
2017-08-01,SP,bed_bath_table,57151.32
2017-08-01,SP,sports_leisure,80505.54
2017-08-01,SP,computers_accessories,78310.88
2017-08-01,SP,furniture_decor,20555.32
2017-08-01,SP,housewares,48262.88
2017-08-01,SP,watches_gifts,73629.2
2017-08-01,SP,auto,51801.79
2017-08-01,RJ,health_beauty,33956.2
2017-08-01,RJ,bed_bath_table,36050.9
2017-08-01,RJ,sports_leisure,27597.0
2017-08-01,RJ,computers_accessories,96129.96
2017-08-01,RJ,furniture_decor,98895.5
2017-08-01,RJ,housewares,21279.44
2017-08-01,RJ,watches_gifts,26166.69
2017-08-01,RJ,auto,70362.61
2017-08-01,MG,health_beauty,53125.81
2017-08-01,MG,bed_bath_table,28934.14
2017-08-01,MG,sports_leisure,40424.3
2017-08-01,MG,computers_accessories,23744.46
2017-08-01,MG,furniture_decor,57317.18
2017-08-01,MG,housewares,72846.13
2017-08-01,MG,watches_gifts,60043.2
2017-08-01,MG,auto,69805.65
2017-08-01,RS,health_beauty,17681.63
2017-08-01,RS,bed_bath_table,66161.06
2017-08-01,RS,sports_leisure,23402.29
2017-08-01,RS,computers_accessories,45111.23
2017-08-01,RS,furniture_decor,18308.01
2017-08-01,RS,housewares,57199.5
2017-08-01,RS,watches_gifts,98922.22
2017-08-01,RS,auto,91905.06
2017-08-01,PR,health_beauty,75203.41
2017-08-01,PR,bed_bath_table,73867.1
2017-08-01,PR,sports_leisure,86271.55
2017-08-01,PR,computers_accessories,79045.34
2017-08-01,PR,furniture_decor,48558.16
2017-08-01,PR,housewares,79218.89
2017-08-01,PR,watches_gifts,55144.19
2017-08-01,PR,auto,24004.57
2017-08-01,SC,health_beauty,96092.26
2017-08-01,SC,bed_bath_table,22526.6
2017-08-01,SC,sports_leisure,63281.8
2017-08-01,SC,computers_accessories,41407.25
2017-08-01,SC,furniture_decor,83459.77
2017-08-01,SC,housewares,24533.77
2017-08-01,SC,watches_gifts,27112.06
2017-08-01,SC,auto,62935.9
2017-08-01,BA,health_beauty,93747.88
2017-08-01,BA,bed_bath_table,14195.59
2017-08-01,BA,sports_leisure,65472.19
2017-08-01,BA,computers_accessories,63927.5
2017-08-01,BA,furniture_decor,39456.02
2017-08-01,BA,housewares,44657.34
2017-08-01,BA,watches_gifts,83509.23
2017-08-01,BA,auto,82815.14
2017-08-01,DF,health_beauty,66802.86
2017-08-01,DF,bed_bath_table,78570.79
2017-08-01,DF,sports_leisure,90580.78
2017-08-01,DF,computers_accessories,44714.08
2017-08-01,DF,furniture_decor,52416.17
2017-08-01,DF,housewares,10261.05
2017-08-01,DF,watches_gifts,90114.89
2017-08-01,DF,auto,35619.25
2017-09-01,SP,health_beauty,30630.03
2017-09-01,SP,bed_bath_table,13581.76
2017-09-01,SP,sports_leisure,30050.9
2017-09-01,SP,computers_accessories,55237.42
2017-09-01,SP,furniture_decor,52660.78
2017-09-01,SP,housewares,12948.14
2017-09-01,SP,watches_gifts,44601.74
2017-09-01,SP,auto,56454.36
2017-09-01,RJ,health_beauty,11294.92
2017-09-01,RJ,bed_bath_table,95951.07
2017-09-01,RJ,sports_leisure,79129.16
2017-09-01,RJ,computers_accessories,23695.19
2017-09-01,RJ,furniture_decor,21817.95
2017-09-01,RJ,housewares,80622.01
2017-09-01,RJ,watches_gifts,54191.51
2017-09-01,RJ,auto,87532.84
2017-09-01,MG,health_beauty,43217.97
2017-09-01,MG,bed_bath_table,96650.86
2017-09-01,MG,sports_leisure,76224.71
2017-09-01,MG,computers_accessories,89256.54
2017-09-01,MG,furniture_decor,59655.46
2017-09-01,MG,housewares,85722.48
2017-09-01,MG,watches_gifts,42719.43
2017-09-01,MG,auto,59089.09
2017-09-01,RS,health_beauty,39570.2
2017-09-01,RS,bed_bath_table,12376.06
2017-09-01,RS,sports_leisure,15879.12
2017-09-01,RS,computers_accessories,73568.65
2017-09-01,RS,furniture_decor,56325.94
2017-09-01,RS,housewares,40061.59
2017-09-01,RS,watches_gifts,83459.01
2017-09-01,RS,auto,81336.46
2017-09-01,PR,health_beauty,86061.27
2017-09-01,PR,bed_bath_table,53047.47
2017-09-01,PR,sports_leisure,63124.65
2017-09-01,PR,computers_accessories,26557.87
2017-09-01,PR,furniture_decor,65121.81
2017-09-01,PR,housewares,77095.6
2017-09-01,PR,watches_gifts,81912.48
2017-09-01,PR,auto,20403.68
2017-09-01,SC,health_beauty,40257.21
2017-09-01,SC,bed_bath_table,31273.84
2017-09-01,SC,sports_leisure,24870.11
2017-09-01,SC,computers_accessories,62205.28
2017-09-01,SC,furniture_decor,59582.9
2017-09-01,SC,housewares,79829.58
2017-09-01,SC,watches_gifts,54046.21
2017-09-01,SC,auto,60360.71
2017-09-01,BA,health_beauty,81400.12
2017-09-01,BA,bed_bath_table,99262.96
2017-09-01,BA,sports_leisure,95159.16
2017-09-01,BA,computers_accessories,63638.51
2017-09-01,BA,furniture_decor,31939.05
2017-09-01,BA,housewares,85055.81
2017-09-01,BA,watches_gifts,13725.26
2017-09-01,BA,auto,36864.72
2017-09-01,DF,health_beauty,57891.96
2017-09-01,DF,bed_bath_table,20076.37
2017-09-01,DF,sports_leisure,59672.34
2017-09-01,DF,computers_accessories,59623.84
2017-09-01,DF,furniture_decor,63202.71
2017-09-01,DF,housewares,51931.02
2017-09-01,DF,watches_gifts,52959.94
2017-09-01,DF,auto,66481.15
2017-10-01,SP,health_beauty,94569.19
2017-10-01,SP,bed_bath_table,38609.87
2017-10-01,SP,sports_leisure,93558.33
2017-10-01,SP,computers_accessories,54974.37
2017-10-01,SP,furniture_decor,62291.85
2017-10-01,SP,housewares,31308.72
2017-10-01,SP,watches_gifts,93608.61
2017-10-01,SP,auto,47137.17
2017-10-01,RJ,health_beauty,44457.86
2017-10-01,RJ,bed_bath_table,73492.65
2017-10-01,RJ,sports_leisure,92109.54
2017-10-01,RJ,computers_accessories,84034.16
2017-10-01,RJ,furniture_decor,82249.62
2017-10-01,RJ,housewares,70418.55
2017-10-01,RJ,watches_gifts,42576.52
2017-10-01,RJ,auto,74417.36
2017-10-01,MG,health_beauty,26836.46
2017-10-01,MG,bed_bath_table,66224.0
2017-10-01,MG,sports_leisure,70841.62
2017-10-01,MG,computers_accessories,14278.05
2017-10-01,MG,furniture_decor,62772.46
2017-10-01,MG,housewares,56639.32
2017-10-01,MG,watches_gifts,42833.14
2017-10-01,MG,auto,54709.07
2017-10-01,RS,health_beauty,14468.63
2017-10-01,RS,bed_bath_table,96089.6
2017-10-01,RS,sports_leisure,68329.49
2017-10-01,RS,computers_accessories,61553.44
2017-10-01,RS,furniture_decor,95402.91
2017-10-01,RS,housewares,48272.8
2017-10-01,RS,watches_gifts,88917.62
2017-10-01,RS,auto,50695.5
2017-10-01,PR,health_beauty,69715.92
2017-10-01,PR,bed_bath_table,92742.79
2017-10-01,PR,sports_leisure,99683.62
2017-10-01,PR,computers_accessories,91885.17
2017-10-01,PR,furniture_decor,48601.6
2017-10-01,PR,housewares,92372.56
2017-10-01,PR,watches_gifts,83189.15
2017-10-01,PR,auto,29717.48
2017-10-01,SC,health_beauty,48772.26
2017-10-01,SC,bed_bath_table,69084.78
2017-10-01,SC,sports_leisure,64769.31
2017-10-01,SC,computers_accessories,44165.73
2017-10-01,SC,furniture_decor,80140.06
2017-10-01,SC,housewares,95593.23
2017-10-01,SC,watches_gifts,79121.67
2017-10-01,SC,auto,86892.14
2017-10-01,BA,health_beauty,58452.48
2017-10-01,BA,bed_bath_table,14801.02
2017-10-01,BA,sports_leisure,72322.14
2017-10-01,BA,computers_accessories,21495.92
2017-10-01,BA,furniture_decor,45502.33
2017-10-01,BA,housewares,48682.3
2017-10-01,BA,watches_gifts,81780.71
2017-10-01,BA,auto,39865.73
2017-10-01,DF,health_beauty,41410.73
2017-10-01,DF,bed_bath_table,12259.54
2017-10-01,DF,sports_leisure,76888.99
2017-10-01,DF,computers_accessories,21691.21
2017-10-01,DF,furniture_decor,64138.51
2017-10-01,DF,housewares,24997.32
2017-10-01,DF,watches_gifts,74560.71
2017-10-01,DF,auto,54371.94
2017-11-01,SP,health_beauty,40673.78
2017-11-01,SP,bed_bath_table,99094.28
2017-11-01,SP,sports_leisure,16990.25
2017-11-01,SP,computers_accessories,79727.51
2017-11-01,SP,furniture_decor,69809.51
2017-11-01,SP,housewares,70612.78
2017-11-01,SP,watches_gifts,32359.93
2017-11-01,SP,auto,21096.0
2017-11-01,RJ,health_beauty,20550.21
2017-11-01,RJ,bed_bath_table,81473.8
2017-11-01,RJ,sports_leisure,84129.91
2017-11-01,RJ,computers_accessories,53337.49
2017-11-01,RJ,furniture_decor,28047.6
2017-11-01,RJ,housewares,10116.08
2017-11-01,RJ,watches_gifts,18519.02
2017-11-01,RJ,auto,27372.43
2017-11-01,MG,health_beauty,99705.87
