return_id,order_id,order_item_id,product_id,seller_id,customer_id,return_date,return_quantity,return_reason,refund_amount
RET000045,ORD0020321,1,PROD00491,SELL00033,CUST009612,2018-09-14 07:08:32,1,late_delivery,29.95
RET000046,ORD0012239,1,PROD01224,SELL00297,CUST004201,2017-05-03 03:14:54,1,wrong_item,195.62
RET000047,ORD0009138,2,PROD01789,SELL00202,CUST000198,2017-02-25 22:25:51,1,customer_changed_mind,26.66
RET000048,ORD0010283,1,PROD01432,SELL00262,CUST002370,2017-02-22 11:44:19,1,late_delivery,337.46
RET000049,ORD0023082,2,PROD00437,SELL00162,CUST009986,2018-02-07 05:47:23,1,customer_changed_mind,54.24
RET000050,ORD0008190,3,PROD01083,SELL00294,CUST004697,2018-03-19 20:30:38,1,damaged,69.08
RET000051,ORD0000674,1,PROD00674,SELL00069,CUST000622,2017-10-15 21:46:30,1,customer_changed_mind,59.31
RET000052,ORD0000169,1,PROD00929,SELL00068,CUST009555,2018-07-03 03:18:39,1,late_delivery,127.35
RET000053,ORD0002784,3,PROD00760,SELL00033,CUST009829,2018-09-21 21:11:31,1,late_delivery,245.98
RET000054,ORD0006054,2,PROD01464,SELL00153,CUST005781,2017-06-09 12:31:43,1,customer_changed_mind,366.88
RET000055,ORD0019649,1,PROD01860,SELL00109,CUST002629,2017-10-15 14:16:12,1,wrong_item,199.06
RET000056,ORD0023596,1,PROD01749,SELL00242,CUST007510,2018-08-11 22:05:02,1,quality_issue,296.51
RET000057,ORD0011963,1,PROD00986,SELL00250,CUST000856,2017-12-28 10:47:56,1,damaged,207.59
RET000058,ORD0023265,1,PROD00888,SELL00356,CUST008867,2017-08-27 01:45:43,1,quality_issue,52.98
RET000059,ORD0022668,1,PROD01750,SELL00187,CUST007258,2017-06-16 12:42:47,1,wrong_item,60.17
RET000060,ORD0004630,2,PROD00699,SELL00012,CUST007661,2018-01-04 13:20:00,1,damaged,194.14
RET000061,ORD0017593,1,PROD01724,SELL00181,CUST004348,2018-06-05 23:20:00,1,quality_issue,333.78
RET000062,ORD0013247,1,PROD00089,SELL00360,CUST005700,2018-01-06 21:20:41,1,damaged,71.76
RET000063,ORD0022951,1,PROD01218,SELL00114,CUST002923,2018-07-16 07:42:30,1,customer_changed_mind,41.32
RET000064,ORD0000311,1,PROD01230,SELL00311,CUST002904,2018-08-23 06:19:20,1,damaged,216.34
RET000065,ORD0010670,3,PROD00154,SELL00192,CUST006720,2017-03-12 17:49:12,1,damaged,121.04
RET000066,ORD0002128,2,PROD01187,SELL00276,CUST008542,2018-01-28 22:38:15,1,customer_changed_mind,17.57
RET000067,ORD0018320,1,PROD00541,SELL00089,CUST005538,2017-02-05 18:21:17,1,wrong_item,183.83
RET000068,ORD0009407,2,PROD00244,SELL00166,CUST004900,2017-10-09 03:19:17,1,customer_changed_mind,51.29
RET000069,ORD0016484,4,PROD00498,SELL00175,CUST002558,2018-10-09 00:04:26,1,quality_issue,40.98
RET000070,ORD0016886,4,PROD01328,SELL00042,CUST009761,2017-07-14 16:09:30,1,quality_issue,91.07
RET000071,ORD0019400,3,PROD01779,SELL00324,CUST009681,2017-08-14 02:33:21,1,late_delivery,275.5
RET000072,ORD0014139,2,PROD01047,SELL00065,CUST007425,2018-01-06 21:46:33,1,late_delivery,67.64
RET000073,ORD0013417,1,PROD01670,SELL00168,CUST009917,2018-03-26 04:22:55,1,customer_changed_mind,68.03
RET000074,ORD0012693,1,PROD01810,SELL00080,CUST001802,2017-10-02 15:54:26,1,quality_issue,16.98
RET000075,ORD0001053,1,PROD01736,SELL00176,CUST006612,2018-09-11 14:06:23,1,late_delivery,179.2
RET000076,ORD0007685,1,PROD00083,SELL00263,CUST000190,2017-05-31 10:38:55,1,damaged,87.8
RET000077,ORD0024986,1,PROD00909,SELL00043,CUST000875,2018-09-10 03:26:00,1,quality_issue,49.64
RET000078,ORD0007380,1,PROD00585,SELL00027,CUST005597,2017-04-26 23:11:12,1,customer_changed_mind,209.01
RET000079,ORD0015671,2,PROD00377,SELL00224,CUST005161,2017-08-20 10:05:34,1,late_delivery,65.29
RET000080,ORD0021655,2,PROD01575,SELL00206,CUST009542,2018-06-07 01:19:55,1,damaged,57.49
RET000081,ORD0006244,1,PROD01114,SELL00272,CUST002842,2018-08-10 06:07:38,1,wrong_item,79.75
RET000082,ORD0002742,2,PROD01797,SELL00328,CUST005715,2017-10-29 21:16:56,1,late_delivery,165.89
RET000083,ORD0000925,1,PROD00620,SELL00257,CUST000856,2017-05-27 18:37:50,1,damaged,202.96
RET000084,ORD0017927,3,PROD01767,SELL00078,CUST006108,2018-02-10 13:18:56,1,damaged,144.62
RET000085,ORD0011903,1,PROD01095,SELL00332,CUST007051,2018-08-04 20:08:53,1,late_delivery,86.89
RET000086,ORD0013878,1,PROD00275,SELL00365,CUST003733,2017-07-15 04:49:26,1,customer_changed_mind,226.76
RET000087,ORD0006734,1,PROD01222,SELL00280,CUST007972,2018-08-27 15:01:54,1,quality_issue,297.84
RET000088,ORD0002828,2,PROD00430,SELL00120,CUST003188,2017-04-29 20:14:50,1,late_delivery,174.35
RET000089,ORD0015122,1,PROD00645,SELL00141,CUST002318,2017-06-11 13:25:01,1,quality_issue,84.92
RET000090,ORD0020934,1,PROD00891,SELL00295,CUST003097,2018-08-28 18:04:20,1,customer_changed_mind,207.87
RET000091,ORD0008257,3,PROD00845,SELL00339,CUST008357,2018-05-21 18:57:14,1,damaged,166.85
RET000092,ORD0004262,1,PROD01235,SELL00145,CUST006833,2018-06-09 04:23:30,1,damaged,64.88
RET000093,ORD0024505,1,PROD00617,SELL00067,CUST001946,2017-11-21 03:05:52,1,late_delivery,43.48
RET000094,ORD0015053,1,PROD01507,SELL00154,CUST008379,2017-10-16 15:25:40,1,late_delivery,136.46
RET000095,ORD0013156,3,PROD01587,SELL00270,CUST008660,2018-01-21 04:06:30,1,damaged,36.16
RET000096,ORD0021359,1,PROD01073,SELL00099,CUST008022,2018-08-03 13:16:06,1,customer_changed_mind,141.0
RET000097,ORD0009435,3,PROD01968,SELL00141,CUST004974,2017-10-04 21:54:51,1,wrong_item,67.28
RET000098,ORD0009389,1,PROD00104,SELL00041,CUST002507,2018-08-22 21:28:15,1,late_delivery,93.61
RET000099,ORD0015277,2,PROD00522,SELL00054,CUST004971,2017-04-25 04:24:55,1,wrong_item,64.95
RET000100,ORD0003825,2,PROD01926,SELL00153,CUST009762,2017-04-01 03:49:03,1,quality_issue,75.58
RET000101,ORD0013810,1,PROD01106,SELL00312,CUST007324,2017-07-21 21:28:43,1,customer_changed_mind,136.08
RET000102,ORD0024676,2,PROD01004,SELL00300,CUST007448,2017-09-23 15:55:56,1,late_delivery,28.12
RET000103,ORD0017026,1,PROD00607,SELL00045,CUST004822,2018-05-15 22:08:33,1,wrong_item,53.41
RET000104,ORD0006304,1,PROD01411,SELL00215,CUST005066,2017-07-12 03:57:49,1,late_delivery,69.25
RET000105,ORD0017941,1,PROD00444,SELL00075,CUST004888,2017-12-07 00:32:31,1,quality_issue,58.37
RET000106,ORD0020246,1,PROD01931,SELL00170,CUST005751,2017-03-17 16:05:30,1,quality_issue,140.2
RET000107,ORD0015289,2,PROD00321,SELL00095,CUST004158,2018-01-14 19:58:02,1,customer_changed_mind,35.53
RET000108,ORD0014994,2,PROD00074,SELL00300,CUST009995,2017-11-13 00:43:21,1,late_delivery,72.69
RET000109,ORD0001930,1,PROD00196,SELL00050,CUST005493,2018-01-27 00:41:12,1,wrong_item,64.2
RET000110,ORD0008739,1,PROD00341,SELL00076,CUST004854,2017-10-27 06:22:22,1,damaged,126.02
RET000111,ORD0011395,1,PROD00400,SELL00263,CUST002735,2018-04-25 11:41:46,1,customer_changed_mind,50.16
RET000112,ORD0007373,1,PROD00315,SELL00273,CUST005137,2018-03-17 21:55:58,1,customer_changed_mind,140.65
RET000113,ORD0003227,2,PROD00925,SELL00127,CUST003021,2018-11-06 07:42:53,1,customer_changed_mind,94.57
RET000114,ORD0009897,2,PROD00242,SELL00326,CUST000524,2017-02-20 15:55:56,1,quality_issue,29.7
RET000115,ORD0017916,2,PROD00398,SELL00005,CUST008574,2017-07-14 17:11:50,1,damaged,163.12
RET000116,ORD0016519,1,PROD00723,SELL00067,CUST000808,2018-03-26 22:05:17,1,late_delivery,62.41
RET000117,ORD0008299,1,PROD01094,SELL00011,CUST008682,2017-10-13 09:58:55,1,customer_changed_mind,193.25
RET000118,ORD0005439,1,PROD01246,SELL00242,CUST003658,2017-11-18 16:38:51,1,late_delivery,64.71
RET000119,ORD0006764,1,PROD00472,SELL00182,CUST007828,2018-10-03 14:06:11,1,damaged,174.29
RET000120,ORD0017306,2,PROD01225,SELL00384,CUST002958,2017-08-01 13:26:10,1,wrong_item,428.43
RET000121,ORD0011094,1,PROD01361,SELL00330,CUST006536,2018-02-12 09:47:38,1,customer_changed_mind,106.96
RET000122,ORD0018066,1,PROD00882,SELL00319,CUST000218,2017-06-30 20:19:25,1,customer_changed_mind,29.85
RET000123,ORD0017789,1,PROD00328,SELL00197,CUST004235,2018-06-21 14:51:57,1,wrong_item,57.12
RET000124,ORD0011844,2,PROD01618,SELL00098,CUST001995,2017-06-04 00:57:28,1,wrong_item,41.24
RET000125,ORD0000566,1,PROD01347,SELL00326,CUST002704,2018-01-02 17:53:12,1,wrong_item,35.92
RET000126,ORD0018867,2,PROD01643,SELL00375,CUST002087,2018-04-18 05:02:30,1,wrong_item,45.49
RET000127,ORD0001726,1,PROD00057,SELL00124,CUST005641,2017-11-04 05:46:52,1,wrong_item,26.07
RET000128,ORD0018958,3,PROD01812,SELL00210,CUST002478,2017-09-18 13:32:37,1,late_delivery,41.47
RET000129,ORD0002416,1,PROD01424,SELL00232,CUST005403,2017-02-27 21:18:18,1,wrong_item,132.24
RET000130,ORD0018994,3,PROD00390,SELL00265,CUST008885,2018-02-26 15:36:00,1,late_delivery,46.75
RET000131,ORD0024151,1,PROD00637,SELL00281,CUST006427,2017-08-18 04:17:03,1,customer_changed_mind,46.24
RET000132,ORD0024394,1,PROD00983,SELL00226,CUST006163,2017-05-17 12:15:23,1,late_delivery,17.86
RET000133,ORD0000951,1,PROD01237,SELL00231,CUST006582,2018-05-05 01:59:04,1,late_delivery,54.9
RET000134,ORD0019869,1,PROD01488,SELL00271,CUST000854,2018-07-18 17:04:37,1,quality_issue,53.67
RET000135,ORD0022776,1,PROD00993,SELL00204,CUST001124,2018-04-22 19:45:36,1,late_delivery,66.68
RET000136,ORD0011552,1,PROD01247,SELL00217,CUST000259,2018-03-02 10:50:54,1,late_delivery,106.44
RET000137,ORD0014711,1,PROD00576,SELL00142,CUST004858,2018-07-29 18:25:30,1,wrong_item,40.2
RET000138,ORD0012698,1,PROD00698,SELL00231,CUST007298,2018-06-14 05:09:16,1,late_delivery,18.14
RET000139,ORD0024838,3,PROD00202,SELL00154,CUST008201,2018-04-13 16:06:31,1,customer_changed_mind,205.22
RET000140,ORD0013093,2,PROD00833,SELL00293,CUST003752,2017-09-16 19:54:16,1,wrong_item,25.58
RET000141,ORD0002732,1,PROD01567,SELL00285,CUST003455,2018-03-10 08:42:02,1,late_delivery,322.44
RET000142,ORD0021846,3,PROD01892,SELL00191,CUST008664,2018-05-03 11:46:50,1,wrong_item,46.65
RET000143,ORD0017891,1,PROD00019,SELL00032,CUST004042,2018-05-22 23:35:36,1,quality_issue,102.35
RET000144,ORD0016562,2,PROD01469,SELL00232,CUST009290,2017-08-17 20:10:13,1,late_delivery,132.41
RET000145,ORD0021522,3,PROD01734,SELL00391,CUST006354,2017-04-29 00:33:06,1,quality_issue,43.19
RET000146,ORD0011648,1,PROD00431,SELL00033,CUST006760,2017-07-05 11:08:43,1,customer_changed_mind,92.05
RET000147,ORD0023932,1,PROD00284,SELL00096,CUST002576,2018-01-22 07:22:55,1,customer_changed_mind,54.6
RET000148,ORD0019812,2,PROD01947,SELL00322,CUST001630,2018-06-30 09:20:35,1,late_delivery,75.84
RET000149,ORD0006216,2,PROD00949,SELL00135,CUST009367,2017-03-02 02:33:07,1,wrong_item,68.46
RET000150,ORD0013928,2,PROD01248,SELL00158,CUST009027,2017-09-07 23:39:19,1,damaged,15.31
RET000151,ORD0017808,1,PROD00815,SELL00359,CUST009246,2018-10-04 02:42:34,1,wrong_item,57.53
RET000152,ORD0005569,1,PROD00422,SELL00356,CUST000832,2017-04-22 23:58:56,1,customer_changed_mind,99.98
RET000153,ORD0021640,1,PROD01733,SELL00319,CUST001782,2017-09-28 20:52:46,1,wrong_item,42.58
RET000154,ORD0000394,1,PROD00851,SELL00383,CUST004076,2018-09-08 22:46:02,1,damaged,102.2
RET000155,ORD0005759,3,PROD01272,SELL00305,CUST001107,2018-05-15 13:37:49,1,damaged,146.74
RET000156,ORD0002301,1,PROD01867,SELL00356,CUST008827,2017-09-24 23:34:13,1,customer_changed_mind,194.53
RET000157,ORD0000146,1,PROD01936,SELL00202,CUST008164,2018-06-24 16:59:46,1,quality_issue,22.25
RET000158,ORD0007064,1,PROD01684,SELL00008,CUST002893,2018-03-31 18:40:34,1,wrong_item,214.83
RET000159,ORD0005789,3,PROD01382,SELL00269,CUST009427,2018-04-01 12:48:53,1,late_delivery,97.74
RET000160,ORD0019782,1,PROD01750,SELL00327,CUST008381,2018-09-19 12:27:05,1,late_delivery,55.47
RET000161,ORD0017716,1,PROD00690,SELL00004,CUST005082,2017-10-30 22:24:13,1,customer_changed_mind,117.54
RET000162,ORD0021929,4,PROD01876,SELL00227,CUST000355,2017-03-21 05:33:26,1,customer_changed_mind,58.6
RET000163,ORD0006227,1,PROD00978,SELL00354,CUST005158,2018-10-15 00:24:22,1,quality_issue,23.82
RET000164,ORD0003020,1,PROD01487,SELL00306,CUST004271,2018-02-19 16:24:19,1,late_delivery,25.73
RET000165,ORD0004163,2,PROD01649,SELL00314,CUST000172,2017-07-31 18:05:13,1,quality_issue,59.14
RET000166,ORD0006811,1,PROD00225,SELL00276,CUST003070,2017-02-08 02:10:32,1,quality_issue,134.99
RET000167,ORD0016487,1,PROD01252,SELL00273,CUST005935,2017-10-17 20:34:50,1,wrong_item,164.93
RET000168,ORD0005084,1,PROD01704,SELL00275,CUST000641,2018-04-06 14:22:08,1,quality_issue,68.21
RET000169,ORD0003042,2,PROD01439,SELL00031,CUST009970,2018-07-16 07:21:52,1,customer_changed_mind,167.02
RET000170,ORD0002923,1,PROD01601,SELL00255,CUST005242,2017-07-23 19:56:34,1,wrong_item,470.67
RET000171,ORD0013478,1,PROD00872,SELL00073,CUST006489,2017-04-13 02:35:33,1,damaged,113.25
RET000172,ORD0011126,1,PROD01108,SELL00134,CUST004286,2017-03-30 23:34:09,1,damaged,37.02
RET000173,ORD0020722,1,PROD01563,SELL00226,CUST005018,2017-05-31 17:28:39,1,quality_issue,241.27
RET000174,ORD0020558,2,PROD00831,SELL00006,CUST002571,2017-11-06 15:22:51,1,late_delivery,368.66
RET000175,ORD0023323,1,PROD01982,SELL00039,CUST006793,2018-03-23 09:40:32,1,late_delivery,31.48
RET000176,ORD0010176,2,PROD01800,SELL00256,CUST007616,2017-05-12 16:54:49,1,customer_changed_mind,258.12
RET000177,ORD0011013,1,PROD01323,SELL00192,CUST005380,2018-03-13 20:42:18,1,late_delivery,302.28
RET000178,ORD0005848,1,PROD00677,SELL00169,CUST008878,2017-12-04 23:45:45,1,wrong_item,163.83
RET000179,ORD0013684,1,PROD01852,SELL00060,CUST007665,2018-01-03 00:09:30,1,quality_issue,200.51
RET000180,ORD0016287,1,PROD01404,SELL00071,CUST005594,2017-02-22 16:15:41,1,late_delivery,34.59
RET000181,ORD0002699,2,PROD00382,SELL00251,CUST003073,2017-08-20 06:45:53,1,damaged,59.62
RET000182,ORD0002353,1,PROD01568,SELL00114,CUST007472,2018-05-29 00:08:34,1,late_delivery,37.44
RET000183,ORD0005819,3,PROD01378,SELL00310,CUST005601,2017-06-22 09:08:23,1,wrong_item,317.78
RET000184,ORD0005399,3,PROD01603,SELL00010,CUST009012,2018-10-08 15:56:33,1,wrong_item,99.38
RET000185,ORD0007917,2,PROD01428,SELL00365,CUST003970,2017-01-27 22:18:53,1,late_delivery,188.49
RET000186,ORD0008608,1,PROD00664,SELL00093,CUST006530,2018-06-10 23:52:06,1,wrong_item,28.37
RET000187,ORD0000604,2,PROD00625,SELL00146,CUST006136,2018-01-04 10:42:12,1,damaged,49.6
RET000188,ORD0008583,3,PROD00584,SELL00056,CUST001814,2017-11-02 03:37:13,1,quality_issue,40.2
RET000189,ORD0000873,3,PROD01173,SELL00369,CUST007112,2018-05-12 02:04:46,1,wrong_item,129.59
RET000190,ORD0010276,1,PROD00320,SELL00066,CUST001769,2017-06-08 21:02:26,1,damaged,77.35
RET000191,ORD0000400,3,PROD01337,SELL00309,CUST009442,2018-03-01 02:51:26,1,damaged,73.26
RET000192,ORD0010883,2,PROD00733,SELL00293,CUST000634,2018-09-10 16:52:45,1,customer_changed_mind,59.54
RET000193,ORD0014438,1,PROD00867,SELL00364,CUST004854,2018-03-25 11:45:16,1,wrong_item,235.47
RET000194,ORD0014737,1,PROD01090,SELL00372,CUST003006,2017-03-21 19:21:23,1,quality_issue,181.98
RET000195,ORD0008619,1,PROD00109,SELL00138,CUST000481,2017-08-04 08:29:27,1,damaged,65.14
RET000196,ORD0004519,2,PROD00632,SELL00054,CUST000406,2018-03-04 09:39:25,1,late_delivery,33.33
RET000197,ORD0018938,1,PROD01464,SELL00316,CUST008878,2018-03-26 13:21:12,1,damaged,355.43
RET000198,ORD0009500,1,PROD00508,SELL00081,CUST006031,2018-09-13 09:32:07,1,damaged,128.23
RET000199,ORD0022068,1,PROD01989,SELL00324,CUST008502,2018-04-20 09:29:50,1,customer_changed_mind,32.38
RET000200,ORD0009471,1,PROD00717,SELL00149,CUST003864,2018-03-05 16:23:24,1,damaged,47.19
RET000201,ORD0015316,3,PROD01541,SELL00317,CUST002330,2018-05-24 20:49:15,1,customer_changed_mind,47.54
RET000202,ORD0009860,2,PROD01119,SELL00141,CUST001123,2017-07-22 20:27:33,1,customer_changed_mind,139.17
RET000203,ORD0018730,1,PROD01127,SELL00215,CUST003106,2018-02-16 09:58:05,1,damaged,45.77
RET000204,ORD0021222,2,PROD00959,SELL00391,CUST001671,2017-06-01 03:43:17,1,quality_issue,37.05
RET000205,ORD0005755,1,PROD01218,SELL00149,CUST003887,2018-08-04 01:20:29,1,late_delivery,38.38
RET000206,ORD0022096,1,PROD01057,SELL00386,CUST005340,2017-03-10 05:34:43,1,late_delivery,49.95
RET000207,ORD0020604,1,PROD01798,SELL00213,CUST003777,2018-01-24 20:18:50,1,quality_issue,18.14
RET000208,ORD0018909,1,PROD01429,SELL00215,CUST000754,2017-08-29 01:50:47,1,damaged,94.01
RET000209,ORD0020297,1,PROD01545,SELL00190,CUST000989,2018-04-01 20:08:36,1,wrong_item,70.38
RET000210,ORD0014677,2,PROD01506,SELL00240,CUST008511,2018-09-21 01:33:01,1,customer_changed_mind,33.87
RET000211,ORD0000869,2,PROD01133,SELL00108,CUST006732,2018-11-22 17:42:08,1,customer_changed_mind,109.92
RET000212,ORD0000703,1,PROD00108,SELL00398,CUST005459,2017-07-25 07:40:05,1,wrong_item,89.45
RET000213,ORD0018880,1,PROD01705,SELL00090,CUST003763,2017-07-04 10:23:52,1,late_delivery,63.3
RET000214,ORD0008445,2,PROD01587,SELL00295,CUST006104,2017-05-09 06:49:33,1,late_delivery,41.09
RET000215,ORD0017855,2,PROD01217,SELL00070,CUST005339,2017-10-15 09:48:37,1,quality_issue,67.92
RET000216,ORD0007011,2,PROD00426,SELL00192,CUST009355,2018-09-05 02:58:40,1,late_delivery,62.09
RET000217,ORD0000185,1,PROD01120,SELL00251,CUST008038,2018-06-01 06:07:30,1,customer_changed_mind,216.1
RET000218,ORD0024648,1,PROD01764,SELL00363,CUST000785,2017-03-11 12:07:49,1,quality_issue,96.58
RET000219,ORD0024302,2,PROD01417,SELL00066,CUST005364,2017-09-27 23:26:46,1,wrong_item,216.2
RET000220,ORD0000253,2,PROD01197,SELL00120,CUST000428,2018-01-11 21:44:25,1,customer_changed_mind,102.37
RET000221,ORD0011811,1,PROD00751,SELL00131,CUST006334,2017-09-13 02:21:25,1,late_delivery,563.69
RET000222,ORD0021206,1,PROD00123,SELL00225,CUST001251,2018-02-06 01:04:58,1,wrong_item,113.79
RET000223,ORD0012263,1,PROD01121,SELL00164,CUST007235,2017-07-22 03:52:55,1,quality_issue,30.67
RET000224,ORD0012401,1,PROD01753,SELL00068,CUST009618,2018-05-03 00:18:05,1,late_delivery,217.24
RET000225,ORD0017592,1,PROD01244,SELL00207,CUST009340,2017-03-21 08:20:38,1,late_delivery,252.75
RET000226,ORD0018581,1,PROD01550,SELL00157,CUST001405,2018-03-14 04:17:12,1,late_delivery,102.82
RET000227,ORD0005817,1,PROD00571,SELL00046,CUST005038,2018-09-21 11:43:13,1,late_delivery,141.54
RET000228,ORD0001026,3,PROD00515,SELL00363,CUST006568,2017-12-08 14:11:28,1,quality_issue,59.25
RET000229,ORD0005040,1,PROD00478,SELL00392,CUST002455,2017-10-26 01:08:22,1,damaged,61.28
RET000230,ORD0009475,1,PROD01249,SELL00383,CUST003142,2017-10-02 15:48:12,1,late_delivery,134.07
RET000231,ORD0009251,1,PROD00249,SELL00140,CUST002177,2017-05-20 03:19:28,1,quality_issue,30.61
RET000232,ORD0015390,1,PROD01752,SELL00279,CUST002556,2017-05-25 15:04:48,1,customer_changed_mind,376.68
RET000233,ORD0004393,1,PROD01934,SELL00169,CUST001617,2018-03-07 23:07:45,1,damaged,134.64
RET000234,ORD0018996,1,PROD01545,SELL00225,CUST000851,2018-05-03 00:16:43,1,quality_issue,73.23
RET000235,ORD0007704,3,PROD00019,SELL00389,CUST008711,2018-09-30 11:46:44,1,quality_issue,104.56
RET000236,ORD0012568,1,PROD01743,SELL00071,CUST002057,2018-05-27 16:20:08,1,customer_changed_mind,133.28
RET000237,ORD0024220,1,PROD00469,SELL00198,CUST005902,2017-04-26 21:57:21,1,customer_changed_mind,81.18
RET000238,ORD0002072,1,PROD01563,SELL00371,CUST007056,2018-10-24 12:16:39,1,late_delivery,227.4
RET000239,ORD0007756,2,PROD00960,SELL00305,CUST000698,2017-02-16 01:09:36,1,late_delivery,159.98
RET000240,ORD0000349,1,PROD00219,SELL00080,CUST008516,2017-03-06 13:39:15,1,customer_changed_mind,40.38
RET000241,ORD0006287,1,PROD00001,SELL00385,CUST001220,2017-07-01 17:03:49,1,wrong_item,90.2
RET000242,ORD0016142,1,PROD01795,SELL00044,CUST004915,2017-04-18 03:21:27,1,damaged,141.49
