order_id,order_item_id,product_id,seller_id,quantity,price,freight_value
ORD0000032,1,PROD00544,SELL00020,1,155.49,13.13
ORD0000033,1,PROD01181,SELL00098,1,23.99,24.1
ORD0000034,1,PROD01359,SELL00064,1,67.33,58.98
ORD0000034,2,PROD00616,SELL00260,1,427.62,28.2
ORD0000035,1,PROD01849,SELL00090,1,58.97,51.16
ORD0000035,2,PROD00617,SELL00208,1,49.63,46.1
ORD0000036,1,PROD00438,SELL00262,1,316.71,40.49
ORD0000037,1,PROD01652,SELL00102,1,57.37,16.05
ORD0000038,1,PROD01427,SELL00197,1,127.78,42.08
ORD0000039,1,PROD01142,SELL00128,1,52.32,73.81
ORD0000040,1,PROD01827,SELL00259,1,120.78,37.01
ORD0000040,2,PROD01858,SELL00281,1,200.55,38.44
ORD0000041,1,PROD01068,SELL00249,1,84.0,52.01
ORD0000041,2,PROD00563,SELL00226,1,40.75,10.81
ORD0000042,1,PROD01447,SELL00110,1,46.81,9.82
ORD0000042,2,PROD00835,SELL00170,1,125.4,45.7
ORD0000043,1,PROD01568,SELL00295,1,37.5,33.53
ORD0000043,2,PROD00013,SELL00181,1,112.77,27.4
ORD0000044,1,PROD00797,SELL00173,1,130.69,55.17
ORD0000045,1,PROD00056,SELL00043,1,78.73,53.21
ORD0000046,1,PROD00777,SELL00143,1,63.79,61.4
ORD0000046,2,PROD01704,SELL00216,1,70.6,23.92
ORD0000047,1,PROD00064,SELL00127,1,127.9,19.95
ORD0000048,1,PROD01571,SELL00189,1,109.16,17.58
ORD0000048,2,PROD01244,SELL00383,1,263.62,58.88
ORD0000049,1,PROD00407,SELL00039,1,32.94,49.41
ORD0000049,2,PROD01702,SELL00322,1,52.99,23.21
ORD0000049,3,PROD01428,SELL00396,1,174.48,27.62
ORD0000050,1,PROD00026,SELL00216,1,273.14,66.67
ORD0000050,2,PROD00217,SELL00222,1,108.36,77.06
ORD0000051,1,PROD01692,SELL00375,1,22.19,49.44
ORD0000052,1,PROD00777,SELL00173,1,69.4,7.15
ORD0000053,1,PROD01139,SELL00006,1,35.91,43.75
ORD0000053,2,PROD00392,SELL00044,1,118.82,23.1
ORD0000053,3,PROD00833,SELL00251,1,24.87,46.64
ORD0000054,1,PROD00628,SELL00340,1,91.93,48.62
ORD0000054,2,PROD00970,SELL00284,1,21.34,44.82
ORD0000055,1,PROD00647,SELL00062,1,118.94,60.72
ORD0000055,2,PROD01948,SELL00391,1,67.22,56.76
ORD0000056,1,PROD00740,SELL00092,1,104.78,27.67
ORD0000057,1,PROD01006,SELL00053,1,52.71,70.45
ORD0000057,2,PROD01176,SELL00146,1,151.21,40.2
ORD0000058,1,PROD01182,SELL00323,1,169.72,56.48
ORD0000059,1,PROD01267,SELL00116,1,124.43,63.18
ORD0000060,1,PROD01516,SELL00051,1,208.03,76.07
ORD0000061,1,PROD00923,SELL00353,1,90.22,49.54
ORD0000062,1,PROD01647,SELL00102,1,43.95,36.89
ORD0000063,1,PROD01166,SELL00148,1,173.4,37.94
ORD0000063,2,PROD00960,SELL00353,1,149.15,27.81
ORD0000064,1,PROD00513,SELL00014,1,64.05,11.85
ORD0000065,1,PROD00372,SELL00300,1,59.78,37.69
ORD0000065,2,PROD01668,SELL00252,1,154.63,77.68
ORD0000065,3,PROD00963,SELL00179,1,79.61,35.63
ORD0000066,1,PROD01667,SELL00390,1,118.59,46.26
ORD0000066,2,PROD00932,SELL00046,1,352.34,28.59
ORD0000066,3,PROD00663,SELL00060,1,283.06,77.76
ORD0000067,1,PROD01550,SELL00256,1,95.48,51.91
ORD0000068,1,PROD01994,SELL00323,1,75.69,50.67
ORD0000069,1,PROD00241,SELL00332,1,253.1,67.41
ORD0000070,1,PROD00297,SELL00197,1,28.09,19.3
ORD0000071,1,PROD01716,SELL00301,1,282.59,48.49
ORD0000071,2,PROD01352,SELL00251,1,82.0,69.89
ORD0000072,1,PROD00490,SELL00293,1,56.29,33.72
ORD0000072,2,PROD01754,SELL00398,1,34.95,35.81
ORD0000072,3,PROD00652,SELL00382,1,142.94,40.47
ORD0000072,4,PROD01871,SELL00196,1,201.29,33.96
ORD0000073,1,PROD01865,SELL00234,1,237.8,6.15
ORD0000074,1,PROD00815,SELL00333,1,55.43,11.02
ORD0000074,2,PROD00673,SELL00346,1,21.61,69.45
ORD0000075,1,PROD00589,SELL00117,1,58.91,61.01
ORD0000075,2,PROD00889,SELL00051,1,369.64,62.03
ORD0000076,1,PROD00883,SELL00075,1,15.08,23.31
ORD0000077,1,PROD01020,SELL00299,1,43.29,15.73
ORD0000077,2,PROD00945,SELL00327,1,144.93,24.05
ORD0000078,1,PROD00613,SELL00328,1,49.99,77.15
ORD0000078,2,PROD01414,SELL00129,1,59.4,39.26
ORD0000078,3,PROD00619,SELL00102,1,65.14,79.95
ORD0000078,4,PROD01748,SELL00248,1,65.0,13.0
ORD0000079,1,PROD00017,SELL00290,1,188.58,69.88
ORD0000080,1,PROD00514,SELL00348,1,78.47,61.67
ORD0000081,1,PROD01863,SELL00152,1,31.72,29.5
ORD0000082,1,PROD01689,SELL00247,1,313.1,77.55
ORD0000083,1,PROD00814,SELL00286,1,35.89,32.43
ORD0000083,2,PROD01620,SELL00203,1,137.25,6.04
ORD0000084,1,PROD00479,SELL00242,1,364.0,6.88
ORD0000085,1,PROD00077,SELL00156,1,74.0,79.69
ORD0000086,1,PROD01107,SELL00215,1,67.03,49.05
ORD0000086,2,PROD01489,SELL00080,1,34.11,71.41
ORD0000087,1,PROD00204,SELL00352,1,73.17,32.55
ORD0000087,2,PROD01847,SELL00331,1,45.65,31.9
ORD0000088,1,PROD00044,SELL00026,1,19.82,64.01
ORD0000089,1,PROD00303,SELL00306,1,57.41,5.21
ORD0000090,1,PROD00033,SELL00090,1,44.28,24.9
ORD0000091,1,PROD00926,SELL00258,1,16.56,21.62
ORD0000092,1,PROD01736,SELL00206,1,168.41,36.97
ORD0000092,2,PROD00222,SELL00252,1,63.19,58.43
ORD0000092,3,PROD00909,SELL00038,1,60.24,72.45
ORD0000092,4,PROD00660,SELL00312,1,38.97,16.13
ORD0000093,1,PROD01036,SELL00310,1,42.39,37.26
ORD0000094,1,PROD00929,SELL00205,1,170.6,36.2
ORD0000095,1,PROD00175,SELL00048,1,59.28,37.39
ORD0000096,1,PROD01363,SELL00385,1,17.05,36.72
ORD0000097,1,PROD01736,SELL00056,1,182.1,31.26
ORD0000098,1,PROD01317,SELL00286,1,379.34,6.97
ORD0000099,1,PROD00143,SELL00073,1,129.3,60.57
ORD0000099,2,PROD01991,SELL00016,1,89.53,11.88
ORD0000100,1,PROD01810,SELL00027,1,13.61,16.67
ORD0000101,1,PROD01050,SELL00059,1,177.71,30.89
ORD0000102,1,PROD01228,SELL00029,1,142.95,5.58
ORD0000103,1,PROD00265,SELL00195,1,53.19,44.94
ORD0000104,1,PROD00942,SELL00040,1,162.89,69.66
ORD0000105,1,PROD01266,SELL00236,1,117.14,67.4
ORD0000105,2,PROD01884,SELL00186,1,234.18,11.61
ORD0000106,1,PROD00683,SELL00399,1,55.95,17.61
ORD0000107,1,PROD00405,SELL00089,1,118.84,50.18
ORD0000108,1,PROD01157,SELL00330,1,300.65,52.65
ORD0000108,2,PROD01280,SELL00166,1,34.32,69.82
ORD0000108,3,PROD01285,SELL00162,1,140.38,16.32
ORD0000109,1,PROD00926,SELL00020,1,14.84,9.27
ORD0000110,1,PROD01622,SELL00379,1,507.24,72.19
ORD0000111,1,PROD01842,SELL00176,1,171.86,78.68
ORD0000112,1,PROD00326,SELL00187,1,475.02,32.96
ORD0000113,1,PROD00194,SELL00286,1,59.94,55.88
ORD0000114,1,PROD00636,SELL00336,1,123.13,57.39
ORD0000114,2,PROD00803,SELL00067,1,37.04,49.63
ORD0000114,3,PROD01922,SELL00044,1,295.38,28.22
ORD0000115,1,PROD00743,SELL00159,1,101.8,18.52
ORD0000116,1,PROD01730,SELL00052,1,207.18,43.08
ORD0000117,1,PROD01657,SELL00085,1,31.87,59.09
ORD0000117,2,PROD00090,SELL00211,1,148.13,32.32
ORD0000118,1,PROD01940,SELL00293,1,120.2,78.83
ORD0000119,1,PROD00284,SELL00129,1,46.01,8.91
ORD0000119,2,PROD00985,SELL00191,1,171.9,46.59
ORD0000120,1,PROD00302,SELL00224,1,55.72,11.88
ORD0000120,2,PROD01865,SELL00114,1,227.7,66.25
ORD0000120,3,PROD01812,SELL00179,1,36.3,74.79
ORD0000121,1,PROD00653,SELL00051,1,29.64,67.94
ORD0000122,1,PROD01856,SELL00041,1,116.34,6.43
ORD0000123,1,PROD00098,SELL00123,1,62.42,36.49
ORD0000124,1,PROD00295,SELL00150,1,87.6,37.19
ORD0000125,1,PROD01115,SELL00260,1,306.34,63.98
ORD0000125,2,PROD01040,SELL00284,1,109.95,6.53
ORD0000125,3,PROD01789,SELL00241,1,24.69,8.27
ORD0000126,1,PROD01581,SELL00298,1,63.06,60.14
ORD0000126,2,PROD00681,SELL00069,1,35.11,8.33
ORD0000127,1,PROD01933,SELL00235,1,25.24,7.77
ORD0000127,2,PROD00413,SELL00023,1,61.39,64.33
ORD0000128,1,PROD00732,SELL00400,1,135.26,8.59
ORD0000129,1,PROD01017,SELL00355,1,85.89,42.31
ORD0000129,2,PROD01893,SELL00266,1,441.74,25.0
ORD0000129,3,PROD00170,SELL00373,1,15.28,36.84
ORD0000129,4,PROD00882,SELL00309,1,28.63,79.63
ORD0000130,1,PROD00873,SELL00086,1,44.73,56.73
ORD0000131,1,PROD00832,SELL00187,1,43.5,43.48
ORD0000131,2,PROD01536,SELL00348,1,66.19,17.0
ORD0000132,1,PROD01945,SELL00291,1,200.21,7.43
ORD0000133,1,PROD00816,SELL00161,1,77.23,53.72
ORD0000134,1,PROD00534,SELL00361,1,80.81,38.47
ORD0000135,1,PROD01461,SELL00228,1,89.77,79.79
ORD0000136,1,PROD01900,SELL00359,1,274.85,52.83
ORD0000136,2,PROD01626,SELL00186,1,87.57,43.16
ORD0000137,1,PROD01130,SELL00067,1,37.49,50.9
ORD0000138,1,PROD00650,SELL00329,1,182.37,10.56
ORD0000139,1,PROD01779,SELL00029,1,366.58,67.35
ORD0000140,1,PROD01733,SELL00041,1,45.84,23.8
ORD0000140,2,PROD01301,SELL00283,1,57.91,25.58
ORD0000140,3,PROD01281,SELL00156,1,85.02,51.08
ORD0000141,1,PROD00692,SELL00289,1,142.62,8.09
ORD0000141,2,PROD01770,SELL00015,1,111.07,11.09
ORD0000141,3,PROD01943,SELL00329,1,15.59,62.83
ORD0000142,1,PROD01315,SELL00155,1,49.84,41.22
ORD0000143,1,PROD00295,SELL00161,1,98.5,69.61
ORD0000144,1,PROD00496,SELL00239,1,244.84,14.19
ORD0000145,1,PROD01773,SELL00082,1,104.28,66.01
ORD0000146,1,PROD01936,SELL00202,1,22.25,42.91
ORD0000147,1,PROD01100,SELL00005,1,117.62,68.54
ORD0000148,1,PROD00743,SELL00284,1,88.71,26.65
ORD0000149,1,PROD00807,SELL00192,1,147.94,64.62
ORD0000149,2,PROD00695,SELL00286,1,21.73,75.42
ORD0000149,3,PROD01547,SELL00074,1,165.58,19.93
ORD0000149,4,PROD01043,SELL00206,1,114.57,42.51
ORD0000150,1,PROD01908,SELL00314,1,56.47,28.89
ORD0000151,1,PROD01153,SELL00154,1,281.18,40.62
ORD0000152,1,PROD01223,SELL00243,1,33.54,24.91
ORD0000152,2,PROD01343,SELL00398,1,240.42,48.39
ORD0000153,1,PROD01395,SELL00125,1,276.99,7.37
ORD0000154,1,PROD01253,SELL00242,1,172.42,70.46
ORD0000155,1,PROD00643,SELL00089,1,61.86,39.47
ORD0000156,1,PROD00461,SELL00153,1,204.35,62.84
ORD0000157,1,PROD01175,SELL00347,1,26.76,45.74
ORD0000158,1,PROD00906,SELL00336,1,19.32,24.23
ORD0000159,1,PROD01202,SELL00123,1,43.31,23.18
ORD0000160,1,PROD00011,SELL00282,1,203.45,78.34
ORD0000160,2,PROD00324,SELL00209,1,84.78,53.97
ORD0000161,1,PROD01096,SELL00379,1,77.28,59.23
ORD0000162,1,PROD01897,SELL00149,1,126.17,70.76
ORD0000162,2,PROD00019,SELL00153,1,106.12,47.6
ORD0000162,3,PROD00220,SELL00172,1,106.73,26.34
ORD0000163,1,PROD01328,SELL00132,1,86.14,58.89
ORD0000163,2,PROD00029,SELL00378,1,177.09,30.28
ORD0000164,1,PROD01056,SELL00168,1,77.19,11.51
ORD0000164,2,PROD01371,SELL00049,1,49.52,18.86
ORD0000165,1,PROD00619,SELL00299,1,61.29,59.22
ORD0000165,2,PROD00024,SELL00134,1,31.52,54.03
ORD0000165,3,PROD01419,SELL00121,1,40.14,9.66
ORD0000166,1,PROD00453,SELL00113,1,48.2,76.8
ORD0000167,1,PROD01691,SELL00112,1,48.34,62.14
ORD0000167,2,PROD01394,SELL00387,1,156.16,49.69
ORD0000168,1,PROD01100,SELL00077,1,115.12,17.34
ORD0000169,1,PROD00929,SELL00068,1,127.35,43.49
ORD0000169,2,PROD00936,SELL00289,1,71.34,9.33
ORD0000170,1,PROD00093,SELL00217,1,132.71,30.84
ORD0000171,1,PROD01494,SELL00331,1,52.69,77.28
ORD0000171,2,PROD00767,SELL00196,1,27.53,38.64
ORD0000172,1,PROD01101,SELL00202,1,210.56,44.66
ORD0000173,1,PROD00709,SELL00080,1,20.6,25.67
ORD0000174,1,PROD00915,SELL00307,1,149.81,55.4
ORD0000175,1,PROD00593,SELL00120,1,32.81,66.18
ORD0000176,1,PROD00847,SELL00154,1,60.47,25.64
ORD0000177,1,PROD01610,SELL00269,1,72.02,28.91
ORD0000177,2,PROD00853,SELL00210,1,114.89,16.19
ORD0000178,1,PROD01874,SELL00030,1,86.15,47.18
ORD0000178,2,PROD01983,SELL00214,1,64.3,46.8
ORD0000179,1,PROD01484,SELL00098,1,181.18,8.87
ORD0000180,1,PROD00445,SELL00246,1,22.0,20.67
ORD0000180,2,PROD01858,SELL00171,1,192.1,27.74
ORD0000181,1,PROD00491,SELL00283,1,28.14,29.12
ORD0000182,1,PROD01480,SELL00241,1,118.61,62.12
ORD0000183,1,PROD00535,SELL00284,1,17.51,75.11
ORD0000184,1,PROD01933,SELL00351,1,28.09,30.32
ORD0000185,1,PROD01120,SELL00251,1,216.1,18.8
ORD0000186,1,PROD00310,SELL00005,1,141.13,21.4
ORD0000187,1,PROD01085,SELL00370,1,86.96,25.61
ORD0000188,1,PROD00394,SELL00318,1,30.61,44.48
ORD0000189,1,PROD01401,SELL00042,1,110.8,54.03
ORD0000190,1,PROD01024,SELL00223,1,31.45,53.37
ORD0000191,1,PROD00096,SELL00039,1,34.82,56.33
ORD0000192,1,PROD01681,SELL00365,1,101.29,66.57
ORD0000193,1,PROD01515,SELL00072,1,19.34,64.29
ORD0000194,1,PROD01258,SELL00305,1,299.93,34.75
ORD0000195,1,PROD01200,SELL00339,1,155.12,33.51
ORD0000196,1,PROD00649,SELL00185,1,75.68,12.99
ORD0000196,2,PROD00011,SELL00158,1,205.58,38.36
ORD0000197,1,PROD00184,SELL00182,1,44.74,46.57
ORD0000198,1,PROD00348,SELL00351,1,125.29,33.55
ORD0000199,1,PROD01603,SELL00040,1,102.16,32.08
ORD0000200,1,PROD00811,SELL00171,1,174.49,68.12
ORD0000201,1,PROD00644,SELL00091,1,62.87,77.34
ORD0000202,1,PROD01909,SELL00289,1,245.77,19.99
ORD0000203,1,PROD01737,SELL00210,1,26.45,55.47
ORD0000204,1,PROD00982,SELL00299,1,465.53,35.06
ORD0000204,2,PROD01038,SELL00355,1,64.05,36.37
ORD0000204,3,PROD00076,SELL00185,1,71.93,57.62
ORD0000204,4,PROD01664,SELL00275,1,124.19,49.54
ORD0000205,1,PROD00819,SELL00386,1,29.07,29.87
ORD0000205,2,PROD01631,SELL00221,1,31.55,12.95
ORD0000206,1,PROD00949,SELL00396,1,62.04,55.97
ORD0000207,1,PROD01496,SELL00073,1,60.92,31.12
ORD0000207,2,PROD00703,SELL00234,1,119.5,63.82
ORD0000208,1,PROD01740,SELL00176,1,113.51,53.6
ORD0000209,1,PROD00830,SELL00323,1,28.28,18.83
ORD0000210,1,PROD00571,SELL00386,1,131.38,57.78
ORD0000211,1,PROD01767,SELL00251,1,159.28,44.58
ORD0000212,1,PROD01380,SELL00362,1,180.82,65.05
ORD0000213,1,PROD00796,SELL00215,1,59.47,49.73
ORD0000214,1,PROD01725,SELL00231,1,111.18,51.46
ORD0000215,1,PROD00852,SELL00364,1,65.97,67.99
ORD0000215,2,PROD01001,SELL00086,1,37.61,11.2
ORD0000216,1,PROD01569,SELL00254,1,43.56,46.23
ORD0000216,2,PROD00232,SELL00294,1,76.03,13.57
ORD0000217,1,PROD01339,SELL00385,1,74.75,23.56
ORD0000217,2,PROD01792,SELL00017,1,71.63,38.73
ORD0000218,1,PROD01456,SELL00313,1,74.08,52.46
ORD0000219,1,PROD00345,SELL00166,1,149.83,78.43
ORD0000220,1,PROD00568,SELL00336,1,31.69,14.52
ORD0000220,2,PROD01774,SELL00068,1,62.06,23.73
ORD0000220,3,PROD01457,SELL00165,1,143.92,67.14
ORD0000221,1,PROD01536,SELL00143,1,68.6,57.1
ORD0000222,1,PROD01991,SELL00235,1,72.42,52.61
ORD0000223,1,PROD01697,SELL00146,1,71.0,30.33
ORD0000224,1,PROD01757,SELL00081,1,74.93,38.1
ORD0000225,1,PROD00739,SELL00129,1,77.97,11.18
ORD0000226,1,PROD00977,SELL00040,1,389.31,14.95
ORD0000227,1,PROD00146,SELL00118,1,391.22,33.73
ORD0000228,1,PROD00293,SELL00036,1,83.83,44.79
ORD0000228,2,PROD00018,SELL00313,1,237.87,53.75
ORD0000228,3,PROD00902,SELL00180,1,15.6,59.18
ORD0000228,4,PROD01287,SELL00384,1,160.95,16.35
ORD0000229,1,PROD00720,SELL00220,1,98.27,28.59
ORD0000229,2,PROD00287,SELL00127,1,61.5,25.77
ORD0000230,1,PROD01349,SELL00155,1,132.57,20.41
ORD0000230,2,PROD01243,SELL00261,1,117.57,19.15
ORD0000231,1,PROD01082,SELL00007,1,64.64,79.02
ORD0000232,1,PROD01578,SELL00038,1,31.93,6.25
ORD0000232,2,PROD00139,SELL00008,1,339.05,24.66
ORD0000232,3,PROD00082,SELL00031,1,196.53,76.15
ORD0000233,1,PROD01262,SELL00079,1,286.82,25.81
ORD0000234,1,PROD01331,SELL00349,1,157.7,53.24
ORD0000234,2,PROD00636,SELL00358,1,136.31,37.81
ORD0000235,1,PROD01348,SELL00380,1,278.86,18.17
ORD0000235,2,PROD00026,SELL00363,1,264.53,15.29
ORD0000236,1,PROD00260,SELL00384,1,273.98,63.58
ORD0000237,1,PROD01181,SELL00322,1,26.87,10.78
ORD0000237,2,PROD00933,SELL00262,1,69.69,32.01
ORD0000238,1,PROD00468,SELL00380,1,145.9,43.16
ORD0000238,2,PROD00091,SELL00007,1,96.46,23.34
ORD0000239,1,PROD00460,SELL00165,1,117.29,23.62
ORD0000239,2,PROD01876,SELL00369,1,52.62,29.0
ORD0000240,1,PROD00142,SELL00239,1,188.65,69.95
ORD0000240,2,PROD01585,SELL00160,1,156.9,29.55
ORD0000240,3,PROD01133,SELL00234,1,126.2,5.6
ORD0000241,1,PROD01590,SELL00101,1,133.88,59.93
ORD0000241,2,PROD01120,SELL00390,1,206.8,64.7
ORD0000241,3,PROD00309,SELL00004,1,21.4,74.93
ORD0000241,4,PROD00049,SELL00120,1,213.45,45.62
ORD0000242,1,PROD00123,SELL00073,1,126.59,58.37
ORD0000243,1,PROD01036,SELL00069,1,54.36,52.79
ORD0000244,1,PROD00805,SELL00359,1,184.05,67.39
ORD0000244,2,PROD00669,SELL00163,1,230.84,38.96
ORD0000244,3,PROD00479,SELL00039,1,421.78,75.77
ORD0000245,1,PROD01976,SELL00395,1,45.86,20.57
ORD0000246,1,PROD00083,SELL00111,1,89.22,67.69
ORD0000246,2,PROD00672,SELL00076,1,35.97,11.84
ORD0000247,1,PROD00829,SELL00232,1,226.56,46.7
ORD0000248,1,PROD00821,SELL00191,1,18.58,56.47
ORD0000249,1,PROD00189,SELL00170,1,88.38,14.19
ORD0000249,2,PROD01930,SELL00237,1,215.17,8.8
ORD0000250,1,PROD00914,SELL00077,1,165.91,7.6
ORD0000251,1,PROD00409,SELL00330,1,45.8,71.35
ORD0000252,1,PROD00993,SELL00177,1,73.49,73.45
ORD0000253,1,PROD00967,SELL00272,1,64.92,31.81
ORD0000253,2,PROD01197,SELL00120,1,102.37,78.05
ORD0000254,1,PROD01634,SELL00199,1,58.69,31.61
ORD0000254,2,PROD01719,SELL00089,1,154.26,18.21
ORD0000255,1,PROD01943,SELL00097,1,16.08,67.75
ORD0000256,1,PROD00979,SELL00001,1,144.13,29.88
ORD0000257,1,PROD01586,SELL00057,1,77.27,68.49
ORD0000257,2,PROD01763,SELL00187,1,261.87,77.04
ORD0000257,3,PROD00766,SELL00361,1,24.95,75.64
ORD0000258,1,PROD01622,SELL00328,1,536.83,77.05
ORD0000258,2,PROD01330,SELL00163,1,428.3,18.07
ORD0000258,3,PROD01984,SELL00288,1,76.39,57.02
ORD0000259,1,PROD00004,SELL00360,1,47.02,76.15
ORD0000260,1,PROD00289,SELL00170,1,53.43,60.9
ORD0000260,2,PROD00488,SELL00178,1,39.69,78.68
ORD0000260,3,PROD00344,SELL00326,1,358.3,71.4
ORD0000261,1,PROD00526,SELL00056,1,60.34,59.03
ORD0000262,1,PROD00208,SELL00246,1,166.6,64.15
ORD0000263,1,PROD01819,SELL00193,1,137.31,17.07
ORD0000264,1,PROD00884,SELL00335,1,85.25,17.37
ORD0000264,2,PROD01823,SELL00223,1,215.87,16.78
ORD0000265,1,PROD00577,SELL00153,1,152.14,22.82
ORD0000266,1,PROD01356,SELL00321,1,213.54,50.02
ORD0000267,1,PROD00965,SELL00251,1,143.15,72.12
ORD0000267,2,PROD00543,SELL00047,1,151.56,53.14
ORD0000268,1,PROD00464,SELL00138,1,116.02,47.32
ORD0000269,1,PROD01722,SELL00199,1,141.2,66.38
ORD0000270,1,PROD01463,SELL00018,1,106.15,42.66
ORD0000270,2,PROD01845,SELL00265,1,15.37,65.03
ORD0000270,3,PROD01388,SELL00318,1,19.8,16.06
ORD0000271,1,PROD00892,SELL00104,1,39.68,79.8
ORD0000271,2,PROD01285,SELL00076,1,146.89,67.56
ORD0000271,3,PROD00529,SELL00164,1,80.85,73.31
ORD0000271,4,PROD01873,SELL00035,1,273.87,11.53
ORD0000272,1,PROD01277,SELL00301,1,84.59,44.19
ORD0000272,2,PROD00860,SELL00058,1,27.34,36.08
ORD0000273,1,PROD01798,SELL00211,1,22.47,24.81
ORD0000273,2,PROD01342,SELL00249,1,161.68,47.9
ORD0000273,3,PROD00969,SELL00020,1,172.33,17.91
ORD0000274,1,PROD00101,SELL00382,1,17.16,40.64
ORD0000274,2,PROD00551,SELL00191,1,66.61,6.52
ORD0000275,1,PROD00658,SELL00138,1,186.74,59.66
ORD0000275,2,PROD01239,SELL00331,1,175.47,11.7
ORD0000276,1,PROD00326,SELL00034,1,461.76,28.33
ORD0000277,1,PROD00935,SELL00026,1,161.48,73.85
ORD0000278,1,PROD00763,SELL00251,1,136.86,49.55
ORD0000279,1,PROD01411,SELL00047,1,66.07,26.38
ORD0000279,2,PROD00792,SELL00026,1,88.64,17.22
ORD0000280,1,PROD01867,SELL00068,1,182.14,53.55
ORD0000281,1,PROD00447,SELL00239,1,47.63,27.66
ORD0000282,1,PROD00222,SELL00247,1,75.46,9.79
ORD0000283,1,PROD01060,SELL00392,1,129.29,23.02
ORD0000284,1,PROD00829,SELL00199,1,267.01,60.25
ORD0000284,2,PROD01195,SELL00363,1,14.68,79.61
ORD0000284,3,PROD01672,SELL00098,1,276.23,30.74
ORD0000285,1,PROD00371,SELL00151,1,74.66,12.32
ORD0000285,2,PROD00263,SELL00380,1,34.02,24.4
ORD0000285,3,PROD01656,SELL00287,1,97.61,62.22
ORD0000286,1,PROD00679,SELL00191,1,117.14,24.54
ORD0000286,2,PROD00603,SELL00238,1,108.27,68.84
ORD0000287,1,PROD01395,SELL00196,1,277.01,44.74
ORD0000288,1,PROD01767,SELL00367,1,161.0,18.53
ORD0000289,1,PROD01585,SELL00087,1,174.33,48.22
ORD0000290,1,PROD00978,SELL00197,1,21.07,5.35
ORD0000291,1,PROD00510,SELL00116,1,92.43,57.01
ORD0000291,2,PROD00706,SELL00160,1,22.41,14.67
ORD0000292,1,PROD01222,SELL00269,1,317.33,30.34
ORD0000292,2,PROD01819,SELL00352,1,152.39,79.66
ORD0000293,1,PROD00433,SELL00376,1,19.17,6.64
ORD0000293,2,PROD01034,SELL00087,1,228.23,14.24
ORD0000293,3,PROD01457,SELL00334,1,166.96,64.41
ORD0000293,4,PROD00769,SELL00328,1,390.7,24.18
ORD0000294,1,PROD01121,SELL00130,1,29.54,40.58
ORD0000295,1,PROD01241,SELL00359,1,148.55,15.29
ORD0000296,1,PROD01594,SELL00135,1,101.58,67.36
ORD0000297,1,PROD00678,SELL00121,1,45.26,5.21
