order_id,customer_id,order_purchase_timestamp,order_status,order_delivered_customer_date,order_estimated_delivery_date
ORD0000050,CUST005689,2018-06-30 15:35:48,delivered,2018-07-04 15:35:48,2018-07-23 15:35:48
ORD0000051,CUST002886,2018-06-19 23:40:56,delivered,2018-07-08 23:40:56,2018-07-11 23:40:56
ORD0000052,CUST001420,2017-10-13 16:24:47,delivered,2017-10-29 16:24:47,2017-11-07 16:24:47
ORD0000053,CUST005814,2017-09-22 12:23:28,delivered,2017-10-13 12:23:28,2017-10-21 12:23:28
ORD0000054,CUST008042,2018-04-04 00:37:40,delivered,2018-04-13 00:37:40,2018-04-23 00:37:40
ORD0000055,CUST005765,2018-04-10 09:51:49,delivered,2018-04-19 09:51:49,2018-04-20 09:51:49
ORD0000056,CUST004531,2018-08-27 19:06:05,delivered,2018-09-01 19:06:05,2018-09-09 19:06:05
ORD0000057,CUST000894,2018-07-21 10:38:10,delivered,2018-07-27 10:38:10,2018-08-17 10:38:10
ORD0000058,CUST000842,2017-09-16 17:23:36,delivered,2017-09-20 17:23:36,2017-10-05 17:23:36
ORD0000059,CUST004979,2017-03-29 09:02:10,delivered,2017-04-13 09:02:10,2017-04-24 09:02:10
ORD0000060,CUST004872,2018-08-26 15:36:47,delivered,2018-09-16 15:36:47,2018-09-03 15:36:47
ORD0000061,CUST001331,2017-06-10 08:43:59,delivered,2017-06-14 08:43:59,2017-06-22 08:43:59
ORD0000062,CUST004633,2018-04-10 02:35:29,delivered,2018-04-20 02:35:29,2018-05-07 02:35:29
ORD0000063,CUST004353,2017-05-26 02:35:59,delivered,2017-06-06 02:35:59,2017-06-21 02:35:59
ORD0000064,CUST008091,2018-03-25 02:55:43,delivered,2018-04-09 02:55:43,2018-04-24 02:55:43
ORD0000065,CUST009442,2017-02-11 06:22:42,delivered,2017-03-05 06:22:42,2017-03-04 06:22:42
ORD0000066,CUST002635,2017-12-04 14:59:15,delivered,2017-12-15 14:59:15,2018-01-01 14:59:15
ORD0000067,CUST000019,2018-07-10 16:49:12,delivered,2018-07-18 16:49:12,2018-08-02 16:49:12
ORD0000068,CUST002147,2017-10-22 15:57:04,shipped,,2017-11-13 15:57:04
ORD0000069,CUST009025,2017-01-15 20:06:24,delivered,2017-01-24 20:06:24,2017-01-25 20:06:24
ORD0000070,CUST004480,2018-03-02 17:34:02,canceled,,2018-03-16 17:34:02
ORD0000071,CUST006799,2017-12-15 18:29:10,delivered,2017-12-17 18:29:10,2017-12-31 18:29:10
ORD0000072,CUST005447,2018-07-20 19:47:08,delivered,2018-08-01 19:47:08,2018-08-02 19:47:08
ORD0000073,CUST002069,2018-05-30 21:29:16,delivered,2018-06-04 21:29:16,2018-06-20 21:29:16
ORD0000074,CUST002530,2017-03-18 17:05:37,delivered,2017-03-28 17:05:37,2017-04-04 17:05:37
ORD0000075,CUST007995,2018-07-09 01:18:25,delivered,2018-07-18 01:18:25,2018-08-05 01:18:25
ORD0000076,CUST004907,2017-01-30 01:40:28,delivered,2017-02-02 01:40:28,2017-02-15 01:40:28
ORD0000077,CUST002951,2017-06-24 06:22:26,delivered,2017-07-08 06:22:26,2017-07-20 06:22:26
ORD0000078,CUST007623,2017-10-22 19:54:03,delivered,2017-11-07 19:54:03,2017-11-09 19:54:03
ORD0000079,CUST004848,2017-10-30 00:47:55,canceled,,2017-11-27 00:47:55
ORD0000080,CUST004690,2017-08-24 22:06:09,delivered,2017-09-02 22:06:09,2017-09-20 22:06:09
ORD0000081,CUST000646,2017-11-13 16:02:59,delivered,2017-11-26 16:02:59,2017-12-13 16:02:59
ORD0000082,CUST008838,2018-01-10 19:19:39,delivered,2018-01-20 19:19:39,2018-01-22 19:19:39
ORD0000083,CUST001887,2018-04-25 02:44:29,delivered,2018-05-04 02:44:29,2018-05-23 02:44:29
ORD0000084,CUST004296,2018-08-22 13:52:21,shipped,,2018-09-09 13:52:21
ORD0000085,CUST001036,2018-04-21 11:00:08,delivered,2018-04-26 11:00:08,2018-05-02 11:00:08
ORD0000086,CUST008808,2017-05-19 14:09:00,delivered,2017-06-11 14:09:00,2017-06-18 14:09:00
ORD0000087,CUST004584,2017-02-03 13:29:26,delivered,2017-02-19 13:29:26,2017-02-17 13:29:26
ORD0000088,CUST002002,2018-04-11 03:20:15,delivered,2018-05-03 03:20:15,2018-05-08 03:20:15
ORD0000089,CUST003363,2017-03-12 20:10:41,delivered,2017-03-20 20:10:41,2017-03-26 20:10:41
ORD0000090,CUST002859,2017-04-23 00:56:19,delivered,2017-05-06 00:56:19,2017-05-07 00:56:19
ORD0000091,CUST001863,2017-03-07 17:20:22,delivered,2017-03-20 17:20:22,2017-03-30 17:20:22
ORD0000092,CUST008544,2017-11-05 16:40:36,delivered,2017-11-07 16:40:36,2017-11-13 16:40:36
ORD0000093,CUST009591,2018-07-16 11:50:22,delivered,2018-08-06 11:50:22,2018-08-08 11:50:22
ORD0000094,CUST009034,2017-08-09 15:39:30,delivered,2017-08-18 15:39:30,2017-08-29 15:39:30
ORD0000095,CUST004177,2018-01-19 05:33:26,delivered,2018-02-05 05:33:26,2018-01-28 05:33:26
ORD0000096,CUST009609,2018-07-30 20:27:00,delivered,2018-08-04 20:27:00,2018-08-19 20:27:00
ORD0000097,CUST005762,2017-04-17 21:02:28,delivered,2017-04-23 21:02:28,2017-05-15 21:02:28
ORD0000098,CUST009407,2017-08-20 15:37:24,shipped,,2017-09-15 15:37:24
ORD0000099,CUST005063,2017-12-14 12:46:49,delivered,2017-12-20 12:46:49,2018-01-08 12:46:49
ORD0000100,CUST005586,2017-06-11 13:28:23,delivered,2017-06-23 13:28:23,2017-07-06 13:28:23
ORD0000101,CUST007260,2018-03-11 17:40:56,delivered,2018-03-26 17:40:56,2018-03-26 17:40:56
ORD0000102,CUST009718,2018-05-14 19:11:06,delivered,2018-05-17 19:11:06,2018-05-28 19:11:06
ORD0000103,CUST004187,2017-10-24 11:56:47,delivered,2017-11-10 11:56:47,2017-11-23 11:56:47
ORD0000104,CUST005803,2017-03-15 14:27:24,shipped,,2017-03-23 14:27:24
ORD0000105,CUST006844,2017-10-24 04:11:36,delivered,2017-11-05 04:11:36,2017-11-05 04:11:36
ORD0000106,CUST006561,2018-06-21 02:51:48,delivered,2018-07-02 02:51:48,2018-07-21 02:51:48
ORD0000107,CUST005725,2017-12-26 23:29:59,delivered,2018-01-04 23:29:59,2018-01-05 23:29:59
ORD0000108,CUST008096,2018-04-21 20:31:29,delivered,2018-05-07 20:31:29,2018-05-19 20:31:29
ORD0000109,CUST004962,2017-10-09 21:31:58,delivered,2017-10-27 21:31:58,2017-10-18 21:31:58
ORD0000110,CUST001480,2018-09-22 21:37:47,delivered,2018-10-08 21:37:47,2018-10-17 21:37:47
ORD0000111,CUST005268,2018-09-12 17:19:01,delivered,2018-09-15 17:19:01,2018-10-03 17:19:01
ORD0000112,CUST000642,2017-09-11 15:56:17,canceled,,2017-10-04 15:56:17
ORD0000113,CUST005544,2018-09-05 01:54:23,delivered,2018-09-27 01:54:23,2018-09-22 01:54:23
ORD0000114,CUST009875,2017-06-03 12:08:14,delivered,2017-06-26 12:08:14,2017-06-14 12:08:14
ORD0000115,CUST002094,2018-06-24 03:24:09,delivered,2018-07-09 03:24:09,2018-07-17 03:24:09
ORD0000116,CUST007968,2017-07-16 08:14:53,canceled,,2017-07-27 08:14:53
ORD0000117,CUST002148,2018-09-04 13:42:57,delivered,2018-09-11 13:42:57,2018-10-03 13:42:57
ORD0000118,CUST007356,2017-08-28 19:26:33,delivered,2017-09-14 19:26:33,2017-09-10 19:26:33
ORD0000119,CUST008240,2018-06-25 15:14:34,processing,,2018-07-08 15:14:34
ORD0000120,CUST002043,2017-10-19 03:03:13,delivered,2017-10-29 03:03:13,2017-11-09 03:03:13
ORD0000121,CUST006127,2017-08-30 14:03:35,canceled,,2017-09-17 14:03:35
ORD0000122,CUST004701,2018-04-29 05:03:11,delivered,2018-05-16 05:03:11,2018-05-20 05:03:11
ORD0000123,CUST009976,2018-06-25 15:24:36,delivered,2018-07-06 15:24:36,2018-07-09 15:24:36
ORD0000124,CUST008190,2018-09-04 19:31:01,delivered,2018-09-22 19:31:01,2018-09-29 19:31:01
ORD0000125,CUST003069,2017-03-29 19:03:34,canceled,,2017-04-07 19:03:34
ORD0000126,CUST000267,2018-01-01 02:27:35,delivered,2018-01-26 02:27:35,2018-01-29 02:27:35
ORD0000127,CUST007613,2018-05-06 23:00:02,delivered,2018-05-12 23:00:02,2018-05-15 23:00:02
ORD0000128,CUST008445,2018-02-12 19:46:16,delivered,2018-02-15 19:46:16,2018-03-11 19:46:16
ORD0000129,CUST006030,2018-03-24 14:33:51,delivered,2018-04-07 14:33:51,2018-04-10 14:33:51
ORD0000130,CUST001681,2017-03-23 11:56:21,delivered,2017-04-03 11:56:21,2017-04-13 11:56:21
ORD0000131,CUST005777,2018-09-22 15:50:08,delivered,2018-09-25 15:50:08,2018-10-01 15:50:08
ORD0000132,CUST007180,2017-02-05 04:35:45,delivered,2017-02-27 04:35:45,2017-02-23 04:35:45
ORD0000133,CUST006078,2018-01-16 16:09:48,delivered,2018-02-05 16:09:48,2018-01-27 16:09:48
ORD0000134,CUST003049,2018-05-27 18:51:01,delivered,2018-06-15 18:51:01,2018-06-06 18:51:01
ORD0000135,CUST008048,2017-07-24 04:27:54,delivered,2017-07-28 04:27:54,2017-08-14 04:27:54
ORD0000136,CUST001064,2018-07-18 19:44:23,delivered,2018-07-29 19:44:23,2018-07-30 19:44:23
ORD0000137,CUST003879,2018-05-21 00:57:25,delivered,2018-06-10 00:57:25,2018-06-08 00:57:25
ORD0000138,CUST007843,2018-06-23 14:57:23,delivered,2018-07-13 14:57:23,2018-07-02 14:57:23
ORD0000139,CUST002103,2018-07-19 23:17:39,delivered,2018-07-25 23:17:39,2018-08-08 23:17:39
ORD0000140,CUST005287,2017-08-19 12:35:53,processing,,2017-09-11 12:35:53
ORD0000141,CUST009697,2018-08-18 05:36:50,delivered,2018-09-08 05:36:50,2018-09-17 05:36:50
ORD0000142,CUST009374,2018-03-03 22:30:16,delivered,2018-03-20 22:30:16,2018-03-30 22:30:16
ORD0000143,CUST000982,2017-06-11 16:00:19,delivered,2017-06-27 16:00:19,2017-06-24 16:00:19
ORD0000144,CUST005659,2018-02-13 04:45:39,delivered,2018-03-03 04:45:39,2018-03-09 04:45:39
ORD0000145,CUST000830,2017-10-25 13:59:11,shipped,,2017-11-14 13:59:11
ORD0000146,CUST008164,2018-06-12 16:59:46,delivered,2018-06-23 16:59:46,2018-07-04 16:59:46
ORD0000147,CUST000798,2017-02-21 10:14:37,delivered,2017-03-15 10:14:37,2017-03-21 10:14:37
ORD0000148,CUST005993,2018-02-17 13:19:24,delivered,2018-02-20 13:19:24,2018-03-14 13:19:24
ORD0000149,CUST009009,2017-10-14 22:41:29,delivered,2017-10-19 22:41:29,2017-10-25 22:41:29
ORD0000150,CUST005457,2018-05-01 18:54:29,delivered,2018-05-22 18:54:29,2018-05-24 18:54:29
ORD0000151,CUST004903,2018-08-31 12:14:49,delivered,2018-09-18 12:14:49,2018-09-24 12:14:49
ORD0000152,CUST001796,2018-03-03 21:15:07,delivered,2018-03-28 21:15:07,2018-04-01 21:15:07
ORD0000153,CUST007872,2017-06-24 19:05:12,delivered,2017-07-15 19:05:12,2017-07-13 19:05:12
ORD0000154,CUST005140,2018-03-05 05:30:48,delivered,2018-03-13 05:30:48,2018-03-25 05:30:48
ORD0000155,CUST003398,2018-07-29 11:50:04,canceled,,2018-08-20 11:50:04
ORD0000156,CUST004332,2018-09-17 17:37:42,delivered,2018-09-26 17:37:42,2018-10-02 17:37:42
ORD0000157,CUST005195,2018-05-07 12:41:58,delivered,2018-06-01 12:41:58,2018-05-22 12:41:58
ORD0000158,CUST002400,2017-10-25 01:31:53,delivered,2017-11-18 01:31:53,2017-11-03 01:31:53
ORD0000159,CUST008825,2017-10-05 20:27:44,delivered,2017-10-11 20:27:44,2017-10-15 20:27:44
ORD0000160,CUST001642,2018-02-28 12:01:32,delivered,2018-03-05 12:01:32,2018-03-28 12:01:32
ORD0000161,CUST004707,2017-11-25 10:23:29,delivered,2017-11-29 10:23:29,2017-12-22 10:23:29
ORD0000162,CUST002881,2017-02-07 14:27:14,delivered,2017-02-14 14:27:14,2017-03-09 14:27:14
ORD0000163,CUST007669,2017-10-07 07:01:12,delivered,2017-10-19 07:01:12,2017-10-19 07:01:12
ORD0000164,CUST003165,2017-06-29 22:14:39,shipped,,2017-07-18 22:14:39
ORD0000165,CUST004065,2017-01-07 09:29:41,delivered,2017-01-23 09:29:41,2017-01-22 09:29:41
ORD0000166,CUST006643,2018-05-30 11:19:20,delivered,2018-06-21 11:19:20,2018-06-15 11:19:20
ORD0000167,CUST009925,2018-01-18 15:08:25,delivered,2018-02-04 15:08:25,2018-02-11 15:08:25
ORD0000168,CUST005928,2017-03-21 20:32:26,delivered,2017-04-09 20:32:26,2017-04-13 20:32:26
ORD0000169,CUST009555,2018-05-16 03:18:39,shipped,,2018-06-06 03:18:39
ORD0000170,CUST000357,2018-02-10 09:15:52,delivered,2018-03-07 09:15:52,2018-02-23 09:15:52
ORD0000171,CUST001131,2018-04-29 01:09:19,delivered,2018-05-06 01:09:19,2018-05-10 01:09:19
ORD0000172,CUST008836,2017-05-17 23:47:40,shipped,,2017-05-27 23:47:40
ORD0000173,CUST004889,2018-04-20 19:49:21,delivered,2018-05-04 19:49:21,2018-05-04 19:49:21
ORD0000174,CUST006869,2018-09-22 00:34:10,delivered,2018-09-26 00:34:10,2018-10-02 00:34:10
ORD0000175,CUST006591,2018-03-26 08:31:55,delivered,2018-03-29 08:31:55,2018-04-06 08:31:55
ORD0000176,CUST005254,2017-08-31 10:59:12,shipped,,2017-09-28 10:59:12
ORD0000177,CUST009108,2018-05-23 01:42:25,canceled,,2018-06-19 01:42:25
ORD0000178,CUST007759,2017-09-04 08:12:16,delivered,2017-09-28 08:12:16,2017-09-15 08:12:16
ORD0000179,CUST003332,2017-12-05 23:32:45,delivered,2017-12-21 23:32:45,2017-12-23 23:32:45
ORD0000180,CUST000648,2017-03-16 06:51:02,delivered,2017-04-05 06:51:02,2017-04-15 06:51:02
ORD0000181,CUST001923,2018-05-06 08:49:57,delivered,2018-05-30 08:49:57,2018-05-19 08:49:57
ORD0000182,CUST005887,2017-11-12 09:31:23,delivered,2017-11-29 09:31:23,2017-12-03 09:31:23
ORD0000183,CUST006782,2017-02-16 20:28:51,shipped,,2017-03-18 20:28:51
ORD0000184,CUST005405,2017-08-24 13:49:46,delivered,2017-09-02 13:49:46,2017-09-15 13:49:46
ORD0000185,CUST008038,2018-04-17 06:07:30,delivered,2018-04-30 06:07:30,2018-04-29 06:07:30
ORD0000186,CUST001218,2017-02-19 00:13:56,delivered,2017-03-13 00:13:56,2017-03-05 00:13:56
ORD0000187,CUST007917,2018-05-15 00:34:21,delivered,2018-06-03 00:34:21,2018-06-04 00:34:21
ORD0000188,CUST007055,2017-07-03 03:53:46,processing,,2017-07-26 03:53:46
ORD0000189,CUST001295,2018-01-18 14:46:58,delivered,2018-01-27 14:46:58,2018-02-16 14:46:58
ORD0000190,CUST006180,2018-07-20 17:19:50,delivered,2018-07-22 17:19:50,2018-08-18 17:19:50
ORD0000191,CUST001563,2018-06-25 01:32:57,delivered,2018-07-19 01:32:57,2018-07-20 01:32:57
ORD0000192,CUST000540,2017-07-03 11:27:00,delivered,2017-07-11 11:27:00,2017-07-28 11:27:00
ORD0000193,CUST003940,2018-08-04 14:10:07,delivered,2018-08-23 14:10:07,2018-08-21 14:10:07
ORD0000194,CUST005667,2017-02-24 03:33:23,delivered,2017-02-28 03:33:23,2017-03-13 03:33:23
ORD0000195,CUST007382,2018-05-18 08:18:22,delivered,2018-06-01 08:18:22,2018-06-07 08:18:22
ORD0000196,CUST001345,2017-10-02 05:36:54,delivered,2017-10-24 05:36:54,2017-10-13 05:36:54
ORD0000197,CUST003071,2018-03-18 16:20:30,delivered,2018-04-05 16:20:30,2018-04-07 16:20:30
ORD0000198,CUST006780,2018-02-02 03:05:01,delivered,2018-02-21 03:05:01,2018-02-16 03:05:01
ORD0000199,CUST008080,2017-05-30 02:18:12,delivered,2017-06-09 02:18:12,2017-06-19 02:18:12
ORD0000200,CUST009729,2018-09-24 07:07:10,delivered,2018-09-30 07:07:10,2018-10-10 07:07:10
ORD0000201,CUST007056,2018-09-01 04:57:22,delivered,2018-09-22 04:57:22,2018-09-30 04:57:22
ORD0000202,CUST008045,2018-08-13 08:49:35,delivered,2018-08-23 08:49:35,2018-09-01 08:49:35
ORD0000203,CUST000441,2018-04-18 07:37:59,delivered,2018-04-29 07:37:59,2018-05-17 07:37:59
ORD0000204,CUST004140,2017-06-07 15:24:20,delivered,2017-06-11 15:24:20,2017-06-28 15:24:20
ORD0000205,CUST005817,2017-06-20 23:33:23,delivered,2017-07-10 23:33:23,2017-07-17 23:33:23
ORD0000206,CUST008500,2018-07-26 21:08:09,delivered,2018-08-04 21:08:09,2018-08-16 21:08:09
ORD0000207,CUST007910,2017-04-18 10:45:22,delivered,2017-04-22 10:45:22,2017-04-28 10:45:22
ORD0000208,CUST007179,2018-04-09 11:36:40,delivered,2018-04-12 11:36:40,2018-05-08 11:36:40
ORD0000209,CUST002859,2018-07-20 05:49:49,delivered,2018-08-04 05:49:49,2018-08-10 05:49:49
ORD0000210,CUST003233,2018-04-06 21:33:41,delivered,2018-04-08 21:33:41,2018-05-05 21:33:41
ORD0000211,CUST008797,2017-07-11 13:19:05,delivered,2017-07-27 13:19:05,2017-07-21 13:19:05
ORD0000212,CUST006432,2018-08-25 04:09:32,delivered,2018-09-10 04:09:32,2018-09-20 04:09:32
ORD0000213,CUST001932,2017-09-02 11:07:06,delivered,2017-09-15 11:07:06,2017-10-01 11:07:06
ORD0000214,CUST008805,2017-06-27 20:12:13,delivered,2017-07-08 20:12:13,2017-07-08 20:12:13
ORD0000215,CUST003197,2018-01-29 20:26:47,delivered,2018-02-15 20:26:47,2018-02-18 20:26:47
ORD0000216,CUST004504,2017-08-19 19:34:25,delivered,2017-09-04 19:34:25,2017-09-13 19:34:25
ORD0000217,CUST000682,2018-03-28 19:53:31,delivered,2018-04-12 19:53:31,2018-04-07 19:53:31
ORD0000218,CUST001924,2017-08-31 07:38:29,delivered,2017-09-20 07:38:29,2017-09-29 07:38:29
ORD0000219,CUST003386,2017-07-31 02:09:40,delivered,2017-08-19 02:09:40,2017-08-15 02:09:40
ORD0000220,CUST008429,2017-04-08 04:56:11,processing,,2017-04-28 04:56:11
ORD0000221,CUST004403,2018-03-01 13:39:34,delivered,2018-03-23 13:39:34,2018-03-10 13:39:34
ORD0000222,CUST005363,2018-08-19 00:05:24,shipped,,2018-09-18 00:05:24
ORD0000223,CUST006517,2017-08-12 15:38:34,shipped,,2017-09-03 15:38:34
ORD0000224,CUST005632,2017-02-19 01:40:21,delivered,2017-03-07 01:40:21,2017-02-26 01:40:21
ORD0000225,CUST002162,2017-11-06 05:47:17,shipped,,2017-11-21 05:47:17
ORD0000226,CUST005006,2017-08-28 15:37:40,delivered,2017-09-21 15:37:40,2017-09-07 15:37:40
ORD0000227,CUST000153,2017-01-09 12:30:32,delivered,2017-01-24 12:30:32,2017-02-07 12:30:32
ORD0000228,CUST004903,2017-05-21 13:56:04,delivered,2017-05-27 13:56:04,2017-06-17 13:56:04
ORD0000229,CUST003560,2017-03-30 03:39:28,delivered,2017-04-04 03:39:28,2017-04-24 03:39:28
ORD0000230,CUST009831,2018-09-15 10:22:25,delivered,2018-10-09 10:22:25,2018-09-22 10:22:25
ORD0000231,CUST003922,2018-05-22 14:02:58,delivered,2018-06-08 14:02:58,2018-06-18 14:02:58
ORD0000232,CUST009313,2018-03-07 13:18:15,delivered,2018-03-14 13:18:15,2018-03-29 13:18:15
ORD0000233,CUST008210,2018-03-02 15:25:18,delivered,2018-03-06 15:25:18,2018-03-29 15:25:18
ORD0000234,CUST003330,2017-06-09 19:31:45,delivered,2017-06-29 19:31:45,2017-07-06 19:31:45
ORD0000235,CUST007119,2017-04-29 16:30:24,delivered,2017-05-02 16:30:24,2017-05-15 16:30:24
ORD0000236,CUST005681,2018-06-20 18:49:53,delivered,2018-07-15 18:49:53,2018-07-05 18:49:53
ORD0000237,CUST000481,2017-12-10 15:37:52,delivered,2017-12-14 15:37:52,2017-12-25 15:37:52
ORD0000238,CUST002578,2017-09-19 03:44:47,shipped,,2017-10-17 03:44:47
ORD0000239,CUST002459,2017-07-03 01:17:15,delivered,2017-07-27 01:17:15,2017-08-02 01:17:15
ORD0000240,CUST008226,2017-02-23 06:31:47,delivered,2017-03-13 06:31:47,2017-03-03 06:31:47
ORD0000241,CUST004980,2018-09-30 08:49:55,delivered,2018-10-20 08:49:55,2018-10-22 08:49:55
ORD0000242,CUST006165,2017-11-11 03:47:04,delivered,2017-11-20 03:47:04,2017-12-01 03:47:04
ORD0000243,CUST008516,2018-02-27 13:33:43,delivered,2018-03-24 13:33:43,2018-03-08 13:33:43
ORD0000244,CUST001021,2018-03-22 04:45:32,delivered,2018-04-01 04:45:32,2018-04-08 04:45:32
ORD0000245,CUST001732,2017-06-18 16:22:05,delivered,2017-07-03 16:22:05,2017-06-28 16:22:05
ORD0000246,CUST001965,2017-04-03 05:44:18,delivered,2017-04-14 05:44:18,2017-05-02 05:44:18
ORD0000247,CUST000803,2017-11-03 09:28:20,shipped,,2017-11-15 09:28:20
ORD0000248,CUST002291,2017-05-05 00:26:07,delivered,2017-05-14 00:26:07,2017-05-16 00:26:07
ORD0000249,CUST001229,2017-01-23 02:20:50,delivered,2017-02-14 02:20:50,2017-02-13 02:20:50
ORD0000250,CUST000484,2018-01-27 15:32:03,delivered,2018-02-04 15:32:03,2018-02-08 15:32:03
ORD0000251,CUST006751,2018-07-18 17:26:27,delivered,2018-07-28 17:26:27,2018-08-06 17:26:27
ORD0000252,CUST008908,2017-01-20 13:55:34,delivered,2017-02-02 13:55:34,2017-02-11 13:55:34
ORD0000253,CUST000428,2017-11-23 21:44:25,delivered,2017-12-03 21:44:25,2017-12-01 21:44:25
ORD0000254,CUST004367,2018-07-01 02:02:08,delivered,2018-07-10 02:02:08,2018-07-26 02:02:08
ORD0000255,CUST009693,2017-01-29 12:48:15,processing,,2017-02-23 12:48:15
ORD0000256,CUST008036,2017-02-08 03:17:10,delivered,2017-03-01 03:17:10,2017-02-22 03:17:10
ORD0000257,CUST002908,2017-11-28 02:10:06,delivered,2017-12-18 02:10:06,2017-12-27 02:10:06
